Stat;EN04;;;;;
Parm;PM10;NOX;NO;NO2;CO;
Unit;ug/m3;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;
20/01/20 13:00;29,90;46,53;5,14;38,65;0,78;
20/01/20 14:00;25,36;54,04;4,68;46,87;0,82;
20/01/20 15:00;28,36;50,23;5,30;42,11;0,83;
20/01/20 16:00;27,34;50,78;4,43;43,98;0,82;
20/01/20 17:00;25,35;55,89;5,16;47,97;0,80;
20/01/20 18:00;28,09;46,58;2,30;43,05;0,81;
20/01/20 19:00;23,83;59,43;2,78;55,17;0,85;
20/01/20 20:00;37,99;80,91;6,21;71,39;0,96;
20/01/20 21:00;25,91;40,51;2,06;37,36;0,79;
20/01/20 22:00;15,02;40,38;1,81;37,62;0,77;
20/01/20 23:00;22,09;46,19;2,27;42,71;0,73;
21/01/20 00:00;18,18;34,35;2,11;31,12;;
21/01/20 01:00;23,66;26,98;1,85;24,14;0,76;
21/01/20 02:00;36,26;22,60;1,60;20,15;0,74;
21/01/20 03:00;29,50;21,03;1,58;18,61;0,72;
21/01/20 04:00;25,43;;;;0,71;
21/01/20 05:00;26,78;23,43;1,80;20,67;0,72;
21/01/20 06:00;27,25;31,97;3,27;26,96;0,74;
21/01/20 07:00;26,07;49,05;4,00;42,91;0,75;
21/01/20 08:00;30,44;92,36;17,97;64,86;0,86;
21/01/20 09:00;43,51;91,53;17,07;65,35;0,94;
21/01/20 10:00;55,43;59,83;8,86;46,25;0,87;
21/01/20 11:00;52,08;50,13;6,90;39,55;0,80;
21/01/20 12:00;23,90;34,21;5,02;26,51;0,73;
21/01/20 13:00;23,77;35,48;5,03;27,77;0,73;
21/01/20 14:00;26,23;40,01;6,33;30,30;0,76;
21/01/20 15:00;32,21;38,70;5,80;29,81;0,74;
21/01/20 16:00;29,90;44,65;5,98;35,47;0,74;
21/01/20 17:00;25,24;55,70;5,23;47,68;0,76;
21/01/20 18:00;24,52;74,87;5,26;66,81;0,84;
21/01/20 19:00;29,64;81,46;7,18;70,44;0,84;
21/01/20 20:00;25,29;86,92;6,70;76,65;0,82;
21/01/20 21:00;38,69;109,90;15,06;86,80;0,93;
21/01/20 22:00;47,67;75,34;5,88;66,33;0,90;
21/01/20 23:00;46,68;48,20;3,28;43,17;0,86;
22/01/20 00:00;36,98;38,29;2,72;34,17;0,81;
22/01/20 01:00;27,53;26,92;2,14;23,64;0,76;
22/01/20 02:00;16,81;19,03;1,56;16,64;0,71;
22/01/20 03:00;21,18;16,30;1,46;14,05;0,70;
22/01/20 04:00;23,35;16,89;1,46;14,65;0,69;
22/01/20 05:00;27,63;19,44;1,50;17,14;0,69;
22/01/20 06:00;29,17;27,29;2,40;23,62;0,71;
22/01/20 07:00;24,94;37,56;3,19;32,67;0,74;
22/01/20 08:00;43,56;69,06;9,85;53,96;0,91;
22/01/20 09:00;58,85;80,62;15,46;56,93;0,88;
22/01/20 10:00;48,16;54,98;9,50;40,41;0,83;
22/01/20 11:00;34,16;40,23;6,98;29,59;0,77;
22/01/20 12:00;24,86;42,08;7,57;30,51;;
22/01/20 13:00;22,35;36,90;4,76;29,60;0,73;
22/01/20 14:00;27,97;38,06;5,40;29,78;0,74;
22/01/20 15:00;31,13;30,13;3,13;25,33;0,71;
22/01/20 16:00;24,83;42,97;4,46;36,14;0,74;
22/01/20 17:00;42,64;72,41;7,37;61,11;0,80;
22/01/20 18:00;50,65;133,27;22,69;98,48;0,91;
22/01/20 19:00;58,31;126,44;17,59;99,48;0,92;
22/01/20 20:00;55,36;171,75;45,18;102,48;1,03;
22/01/20 21:00;59,72;104,07;15,72;79,97;0,91;
22/01/20 22:00;62,25;52,47;4,92;44,93;0,82;
22/01/20 23:00;34,44;28,58;2,46;24,81;0,76;
23/01/20 00:00;36,31;29,49;2,62;25,50;0,77;
23/01/20 01:00;55,72;24,97;2,08;21,79;0,76;
23/01/20 02:00;55,31;;;;0,75;
23/01/20 03:00;42,56;23,77;1,90;20,86;0,73;
23/01/20 04:00;38,55;19,72;1,83;16,91;0,74;
23/01/20 05:00;41,59;19,28;1,78;16,55;0,75;
23/01/20 06:00;34,02;36,18;3,37;31,02;0,78;
23/01/20 07:00;34,27;58,02;7,15;47,06;0,80;
23/01/20 08:00;51,75;100,47;19,23;70,98;0,94;
23/01/20 09:00;68,14;118,87;29,80;73,15;1,08;
23/01/20 10:00;78,85;72,49;13,67;51,54;1,00;
23/01/20 11:00;62,54;49,48;7,70;37,70;0,83;
23/01/20 12:00;35,04;46,43;7,38;35,15;0,78;
23/01/20 13:00;37,18;42,86;6,61;32,73;0,78;
23/01/20 14:00;29,62;39,94;5,56;31,42;0,80;
23/01/20 15:00;50,61;43,47;5,96;34,36;0,78;
23/01/20 16:00;35,28;51,84;6,88;41,35;0,79;
23/01/20 17:00;39,53;85,06;11,34;67,66;0,81;
23/01/20 18:00;44,28;99,43;11,47;81,83;0,89;
23/01/20 19:00;41,65;134,54;20,39;103,28;0,98;
23/01/20 20:00;70,27;179,22;47,91;105,76;1,08;
23/01/20 21:00;65,72;124,91;28,96;80,50;1,09;
23/01/20 22:00;44,23;81,42;11,06;64,45;0,89;
23/01/20 23:00;42,44;56,74;4,29;50,16;0,86;
24/01/20 00:00;26,66;43,38;3,18;38,51;;
24/01/20 01:00;31,52;50,85;3,92;44,83;0,82;
24/01/20 02:00;35,22;57,20;3,77;51,42;0,86;
24/01/20 03:00;50,79;50,44;2,95;45,92;0,85;
24/01/20 04:00;52,30;45,39;3,34;40,26;0,78;
24/01/20 05:00;39,80;37,56;3,29;32,52;0,82;
24/01/20 06:00;39,75;67,77;10,57;51,57;0,84;
24/01/20 07:00;34,26;116,31;33,24;65,35;0,88;
24/01/20 08:00;38,21;221,20;90,75;82,06;1,09;
24/01/20 09:00;53,78;265,93;108,64;99,35;1,27;
24/01/20 10:00;51,49;99,91;23,02;64,62;0,99;
24/01/20 11:00;40,60;71,67;12,65;52,28;0,89;
24/01/20 12:00;20,64;43,16;6,14;33,75;0,79;
24/01/20 13:00;30,62;65,20;10,13;49,66;0,86;
24/01/20 14:00;26,70;39,30;4,54;32,34;0,84;
24/01/20 15:00;22,85;40,88;4,22;34,40;0,83;
24/01/20 16:00;28,31;89,01;21,31;56,35;0,82;
24/01/20 17:00;26,43;55,72;7,27;44,58;0,79;
24/01/20 18:00;27,46;81,76;5,95;72,63;0,89;
24/01/20 19:00;40,96;167,24;30,95;119,79;1,00;
24/01/20 20:00;47,07;190,29;45,73;120,17;1,11;
24/01/20 21:00;46,21;128,90;17,37;102,27;1,04;
24/01/20 22:00;34,30;118,61;13,64;97,69;0,99;
24/01/20 23:00;33,98;74,21;5,33;66,04;0,92;
25/01/20 00:00;29,01;;;;0,90;
25/01/20 01:00;31,01;47,61;2,32;44,06;0,89;
25/01/20 02:00;33,88;46,09;2,63;42,02;0,93;
25/01/20 03:00;39,65;48,47;2,78;44,21;0,96;
25/01/20 04:00;42,64;42,72;2,87;38,33;0,92;
25/01/20 05:00;36,10;30,59;2,86;26,20;0,86;
25/01/20 06:00;34,17;32,22;3,70;26,55;0,76;
25/01/20 07:00;18,92;55,94;5,01;48,27;0,79;
25/01/20 08:00;32,18;82,38;11,27;65,10;0,86;
25/01/20 09:00;50,69;77,48;14,15;55,79;0,97;
25/01/20 10:00;;79,42;14,61;57,02;0,94;
25/01/20 11:00;;45,81;6,40;36,00;0,79;
25/01/20 12:00;28,03;29,85;4,35;23,18;;
25/01/20 13:00;17,32;25,64;3,49;20,29;0,73;
25/01/20 14:00;18,70;23,50;2,99;18,92;0,73;
25/01/20 15:00;22,55;25,67;2,36;22,05;0,76;
25/01/20 16:00;27,46;35,52;2,63;31,48;0,77;
25/01/20 17:00;24,87;31,61;2,09;28,40;0,82;
25/01/20 18:00;24,21;26,69;2,27;23,20;0,82;
25/01/20 19:00;30,61;47,85;4,33;41,22;0,86;
25/01/20 20:00;29,85;41,07;3,29;36,03;0,92;
25/01/20 21:00;33,58;41,48;3,42;36,24;0,93;
25/01/20 22:00;33,17;42,50;3,07;37,79;0,94;
25/01/20 23:00;29,27;46,63;2,53;42,75;0,90;
26/01/20 00:00;27,58;51,40;3,26;46,40;0,94;
26/01/20 01:00;40,05;89,32;15,97;64,84;1,03;
26/01/20 02:00;46,36;66,91;7,02;56,12;0,92;
26/01/20 03:00;35,93;64,03;7,50;52,52;0,87;
26/01/20 04:00;28,78;47,20;3,29;42,15;0,86;
26/01/20 05:00;32,98;39,79;3,02;35,15;0,86;
26/01/20 06:00;40,29;45,93;5,01;38,25;0,91;
26/01/20 07:00;34,53;53,49;6,31;43,81;0,94;
26/01/20 08:00;42,26;40,70;3,75;34,95;0,92;
26/01/20 09:00;39,49;52,54;8,49;39,52;0,97;
26/01/20 10:00;48,43;51,08;7,92;38,93;1,03;
26/01/20 11:00;49,11;54,33;7,69;42,54;0,97;
26/01/20 12:00;42,01;27,97;3,82;22,11;0,83;
26/01/20 13:00;30,17;23,93;3,50;18,56;0,79;
26/01/20 14:00;27,18;25,62;3,72;19,92;0,79;
26/01/20 15:00;40,41;35,81;3,44;30,53;0,91;
26/01/20 16:00;41,86;27,07;2,34;23,47;0,88;
26/01/20 17:00;34,45;31,76;2,40;28,08;0,87;
26/01/20 18:00;38,89;28,68;2,25;25,24;0,88;
26/01/20 19:00;31,06;32,10;2,86;27,72;0,88;
26/01/20 20:00;31,54;39,51;3,17;34,64;0,88;
26/01/20 21:00;36,28;31,46;2,75;27,25;0,88;
26/01/20 22:00;34,19;;;;0,91;
26/01/20 23:00;31,81;21,09;1,84;18,26;0,87;
27/01/20 00:00;21,40;18,19;1,69;15,59;;
27/01/20 01:00;31,86;16,89;1,53;14,56;0,88;
27/01/20 02:00;32,06;17,15;1,59;14,71;0,89;
27/01/20 03:00;26,76;15,18;1,35;13,11;0,88;
27/01/20 04:00;30,64;14,64;1,37;12,54;0,87;
27/01/20 05:00;27,24;14,42;1,30;12,43;0,87;
27/01/20 06:00;23,73;19,27;2,17;15,94;0,88;
27/01/20 07:00;24,31;23,82;2,86;19,43;0,87;
27/01/20 08:00;27,30;59,25;11,97;41,01;0,94;
27/01/20 09:00;43,99;55,93;11,24;38,72;1,05;
27/01/20 10:00;42,09;35,78;5,97;26,62;0,89;
27/01/20 11:00;36,02;33,80;6,00;24,60;0,83;
27/01/20 12:00;29,89;28,66;4,30;22,06;0,82;
27/01/20 13:00;34,35;44,23;7,72;32,44;0,84;
27/01/20 14:00;46,82;34,57;5,38;26,36;0,85;
27/01/20 15:00;43,34;45,29;8,68;32,02;0,83;
27/01/20 16:00;83,05;75,47;14,65;53,04;0,83;
27/01/20 17:00;128,30;55,66;6,88;45,12;0,86;
27/01/20 18:00;65,86;100,40;11,02;83,52;0,94;
27/01/20 19:00;51,40;137,42;24,46;99,89;0,99;
27/01/20 20:00;58,98;145,89;32,34;96,26;1,06;
27/01/20 21:00;70,06;116,49;22,09;82,62;1,22;
27/01/20 22:00;67,88;57,26;5,28;49,17;0,94;
27/01/20 23:00;36,70;24,80;2,11;21,56;0,79;
28/01/20 00:00;21,58;20,77;1,83;17,96;0,78;
28/01/20 01:00;17,38;35,34;2,29;31,82;0,81;
28/01/20 02:00;28,36;26,97;1,89;24,06;0,84;
28/01/20 03:00;32,41;30,27;1,82;27,48;0,84;
28/01/20 04:00;30,10;27,95;2,38;24,30;0,84;
28/01/20 05:00;34,82;60,96;9,35;46,62;0,80;
28/01/20 06:00;28,77;67,01;9,94;51,77;0,90;
28/01/20 07:00;37,03;118,12;29,65;72,66;0,99;
28/01/20 08:00;45,10;220,67;77,20;102,30;1,02;
28/01/20 09:00;59,40;198,77;71,91;88,61;1,01;
28/01/20 10:00;54,19;116,71;28,21;73,46;0,95;
28/01/20 11:00;42,46;43,81;6,44;33,94;0,79;
28/01/20 12:00;29,23;42,44;7,95;30,25;;
28/01/20 13:00;42,27;35,32;5,90;26,27;0,75;
28/01/20 14:00;;27,96;4,25;21,44;0,75;
28/01/20 15:00;;42,96;9,67;28,21;0,75;
28/01/20 16:00;113,40;40,92;7,28;29,77;0,74;
28/01/20 17:00;33,06;53,85;9,49;39,35;0,75;
28/01/20 18:00;23,01;27,89;3,21;22,97;0,74;
28/01/20 19:00;13,52;27,34;3,36;22,18;0,75;
28/01/20 20:00;4,86;;;;0,76;
28/01/20 21:00;10,91;24,55;2,91;20,09;0,76;
28/01/20 22:00;14,56;19,07;2,01;15,99;0,75;
28/01/20 23:00;14,01;17,12;1,68;14,54;0,75;
29/01/20 00:00;14,31;13,98;1,45;11,76;0,74;
29/01/20 01:00;12,43;13,18;1,42;11,01;0,73;
29/01/20 02:00;17,94;13,19;1,17;11,40;0,74;
29/01/20 03:00;9,44;13,42;1,22;11,54;0,74;
29/01/20 04:00;11,60;12,05;1,25;10,13;0,74;
29/01/20 05:00;7,68;10,44;1,20;8,60;0,72;
29/01/20 06:00;17,07;17,44;1,60;15,00;0,75;
29/01/20 07:00;14,48;45,75;3,30;40,69;0,82;
29/01/20 08:00;29,16;257,04;103,72;98,03;1,19;
29/01/20 09:00;95,09;143,15;45,86;72,90;1,08;
29/01/20 10:00;162,71;47,99;8,48;34,99;0,83;
29/01/20 11:00;127,11;64,45;14,41;42,53;0,82;
29/01/20 12:00;70,14;32,41;5,96;23,28;0,79;
29/01/20 13:00;29,85;27,83;3,83;21,98;0,78;
29/01/20 14:00;27,91;32,30;4,47;25,46;0,80;
29/01/20 15:00;49,04;21,07;3,15;16,23;0,75;
29/01/20 16:00;54,58;19,29;2,51;15,44;0,76;
29/01/20 17:00;50,24;32,94;4,98;25,34;0,77;
29/01/20 18:00;49,97;52,77;6,04;43,50;0,81;
29/01/20 19:00;30,18;54,94;3,50;49,56;0,82;
29/01/20 20:00;30,58;54,36;4,61;47,29;0,80;
29/01/20 21:00;30,64;36,91;2,57;32,97;0,81;
29/01/20 22:00;29,67;43,27;2,58;39,31;0,84;
29/01/20 23:00;43,05;38,32;2,14;35,03;0,86;
30/01/20 00:00;32,95;18,87;1,58;16,45;;
30/01/20 01:00;31,31;14,12;1,34;12,06;0,76;
30/01/20 02:00;29,94;13,66;1,33;11,61;0,76;
30/01/20 03:00;24,58;12,20;1,23;10,31;0,76;
30/01/20 04:00;25,04;13,67;1,22;11,80;0,76;
30/01/20 05:00;26,23;29,89;1,86;27,03;0,75;
30/01/20 06:00;23,52;45,69;2,72;41,52;0,78;
30/01/20 07:00;28,47;39,47;2,63;35,44;0,78;
30/01/20 08:00;35,70;81,46;11,39;64,00;0,97;
30/01/20 09:00;73,83;91,44;19,00;62,31;1,20;
30/01/20 10:00;71,54;40,92;6,06;31,62;0,92;
30/01/20 11:00;35,22;25,57;3,45;20,27;0,79;
30/01/20 12:00;23,67;21,73;3,19;16,84;0,78;
30/01/20 13:00;26,79;26,92;4,34;20,24;0,79;
30/01/20 14:00;23,98;29,25;4,38;22,53;0,81;
30/01/20 15:00;29,04;26,89;3,59;21,38;0,81;
30/01/20 16:00;36,35;27,15;2,96;22,61;0,81;
30/01/20 17:00;29,20;36,31;2,82;31,99;0,85;
30/01/20 18:00;40,75;;;;1,00;
30/01/20 19:00;46,02;174,56;42,12;109,97;1,11;
30/01/20 20:00;51,33;147,76;34,54;94,79;1,12;
30/01/20 21:00;56,57;88,88;10,94;72,11;1,07;
30/01/20 22:00;43,69;76,25;9,46;61,70;1,00;
30/01/20 23:00;43,35;88,41;14,81;65,68;0,98;
31/01/20 00:00;25,53;36,35;2,34;32,77;0,86;
31/01/20 01:00;17,99;42,18;2,22;38,77;0,87;
31/01/20 02:00;18,94;34,62;1,64;32,11;0,83;
31/01/20 03:00;24,01;35,09;1,90;32,18;0,83;
31/01/20 04:00;21,25;37,97;2,02;34,88;0,83;
31/01/20 05:00;19,36;51,09;4,06;44,86;0,83;
31/01/20 06:00;19,27;79,35;13,14;59,19;0,86;
31/01/20 07:00;26,51;91,29;11,21;74,10;0,90;
31/01/20 08:00;26,86;112,78;21,28;80,16;1,05;
31/01/20 09:00;47,14;215,63;76,39;98,50;1,23;
31/01/20 10:00;71,38;233,31;83,44;105,36;1,15;
31/01/20 11:00;57,43;138,59;35,42;84,28;1,03;
31/01/20 12:00;49,32;111,56;24,39;74,16;;
31/01/20 13:00;37,77;53,52;7,06;42,69;0,92;
31/01/20 14:00;33,36;33,86;3,68;28,22;0,85;
31/01/20 15:00;28,73;33,54;3,45;28,24;0,83;
31/01/20 16:00;22,67;39,36;3,57;33,89;0,83;
31/01/20 17:00;27,12;80,30;6,38;70,51;0,88;
31/01/20 18:00;45,39;187,73;41,18;124,58;1,03;
31/01/20 19:00;82,48;388,45;155,42;150,15;1,39;
31/01/20 20:00;102,50;234,61;78,40;114,40;1,29;
31/01/20 21:00;87,90;110,57;16,55;85,20;1,07;
31/01/20 22:00;59,74;103,69;15,60;79,80;1,06;
31/01/20 23:00;46,93;74,54;6,99;63,84;1,03;
01/02/20 00:00;36,28;70,19;6,94;59,55;1,02;
01/02/20 01:00;52,15;50,75;3,02;46,12;0,93;
01/02/20 02:00;33,05;32,06;2,53;28,18;0,85;
01/02/20 03:00;27,40;39,23;2,48;35,43;0,85;
01/02/20 04:00;17,11;34,33;2,28;30,84;0,85;
01/02/20 05:00;18,21;35,27;2,58;31,31;0,82;
01/02/20 06:00;15,61;48,77;4,21;42,32;0,83;
01/02/20 07:00;16,71;60,94;6,65;50,75;0,84;
01/02/20 08:00;18,81;82,54;16,67;56,98;0,93;
01/02/20 09:00;47,63;115,09;30,17;68,85;1,18;
01/02/20 10:00;78,34;81,57;14,98;58,60;1,13;
01/02/20 11:00;54,26;46,79;7,54;35,21;0,95;
01/02/20 12:00;36,16;44,50;5,69;35,78;0,98;
01/02/20 13:00;37,34;34,12;4,01;27,96;0,95;
01/02/20 14:00;27,62;30,46;3,59;24,96;0,91;
01/02/20 15:00;27,64;34,27;3,64;28,69;0,91;
01/02/20 16:00;26,52;;;;0,90;
01/02/20 17:00;20,22;56,48;2,93;51,99;0,94;
01/02/20 18:00;26,61;105,18;7,30;93,99;1,06;
01/02/20 19:00;38,46;105,75;9,69;90,89;1,11;
01/02/20 20:00;54,14;114,49;11,11;97,44;1,13;
01/02/20 21:00;61,41;113,66;13,91;92,33;1,21;
01/02/20 22:00;54,72;75,41;5,55;66,90;1,08;
01/02/20 23:00;29,59;76,37;9,69;61,50;0,98;
02/02/20 00:00;26,86;82,53;13,59;61,69;;
02/02/20 01:00;34,12;51,64;4,19;45,22;0,96;
02/02/20 02:00;18,98;28,56;2,71;24,40;0,88;
02/02/20 03:00;9,62;18,80;2,51;14,95;0,84;
02/02/20 04:00;11,96;14,75;2,04;11,63;0,82;
02/02/20 05:00;5,60;15,08;1,98;12,05;0,82;
02/02/20 06:00;11,41;16,90;2,06;13,75;0,83;
02/02/20 07:00;15,73;25,51;2,27;22,03;0,85;
02/02/20 08:00;15,78;52,21;7,02;41,45;0,92;
02/02/20 09:00;43,86;43,10;5,16;35,19;1,15;
02/02/20 10:00;70,03;34,46;4,19;28,04;1,10;
02/02/20 11:00;43,11;25,89;3,55;20,46;0,93;
02/02/20 12:00;22,90;27,77;3,80;21,95;0,91;
02/02/20 13:00;16,65;26,06;3,48;20,73;0,89;
02/02/20 14:00;16,76;25,07;3,39;19,87;0,88;
02/02/20 15:00;15,84;16,35;2,10;13,13;0,86;
02/02/20 16:00;7,71;15,11;1,75;12,43;0,86;
02/02/20 17:00;10,99;21,11;1,74;18,45;0,87;
02/02/20 18:00;14,06;60,53;3,83;54,66;0,92;
02/02/20 19:00;24,23;128,21;30,59;81,30;1,14;
02/02/20 20:00;39,74;126,48;25,88;86,80;1,15;
02/02/20 21:00;41,65;85,65;11,15;68,55;1,16;
02/02/20 22:00;33,26;48,14;4,85;40,71;0,97;
02/02/20 23:00;14,68;28,07;2,44;24,34;0,86;
03/02/20 00:00;16,39;39,73;2,98;35,16;0,91;
03/02/20 01:00;10,08;25,22;2,08;22,03;0,86;
03/02/20 02:00;17,84;21,18;2,14;17,90;0,86;
03/02/20 03:00;11,87;20,37;1,76;17,67;0,85;
03/02/20 04:00;6,65;20,52;1,88;17,64;0,82;
03/02/20 05:00;8,38;22,85;1,73;20,20;0,81;
03/02/20 06:00;9,93;41,00;3,57;35,53;0,92;
03/02/20 07:00;13,08;57,96;5,80;49,06;0,90;
03/02/20 08:00;18,99;92,87;15,19;69,58;0,93;
03/02/20 09:00;31,45;87,41;18,40;59,22;0,98;
03/02/20 10:00;30,76;42,77;7,31;31,56;0,89;
03/02/20 11:00;27,15;39,07;7,17;28,08;0,89;
03/02/20 12:00;12,31;25,44;4,25;19,00;;
03/02/20 13:00;82,02;33,18;4,41;26,42;0,91;
03/02/20 14:00;29,54;;;;0,89;
03/02/20 15:00;18,47;40,21;4,43;33,42;0,89;
03/02/20 16:00;20,98;37,95;3,42;32,69;0,90;
03/02/20 17:00;26,58;58,11;3,87;52,18;0,94;
03/02/20 18:00;27,46;124,49;18,53;96,08;1,07;
03/02/20 19:00;46,48;205,23;54,64;121,45;1,15;
03/02/20 20:00;60,01;261,31;95,36;115,09;1,34;
03/02/20 21:00;70,25;124,19;29,92;78,31;1,16;
03/02/20 22:00;65,87;98,72;19,04;69,52;1,09;
03/02/20 23:00;50,99;89,83;16,77;64,11;1,07;
04/02/20 00:00;35,58;52,98;5,19;45,02;1,08;
04/02/20 01:00;30,55;36,39;2,32;32,83;0,95;
04/02/20 02:00;22,31;31,78;2,40;28,10;0,91;
04/02/20 03:00;20,60;32,92;2,15;29,62;0,91;
04/02/20 04:00;14,37;44,93;3,26;39,93;0,89;
04/02/20 05:00;15,78;25,18;3,12;20,40;0,87;
04/02/20 06:00;10,57;43,14;7,38;31,83;0,90;
04/02/20 07:00;17,40;96,62;24,74;58,69;0,99;
04/02/20 08:00;26,20;86,33;19,38;56,63;0,99;
04/02/20 09:00;38,24;97,24;25,93;57,48;1,05;
04/02/20 10:00;40,38;60,43;12,50;41,27;0,95;
04/02/20 11:00;35,83;36,81;6,34;27,09;0,87;
04/02/20 12:00;38,80;45,28;7,40;33,93;0,88;
04/02/20 13:00;45,74;40,70;7,71;28,89;0,87;
04/02/20 14:00;47,56;27,07;5,53;18,67;0,85;
04/02/20 15:00;78,30;25,95;5,65;17,34;0,83;
04/02/20 16:00;93,13;49,37;12,37;30,42;0,84;
04/02/20 17:00;91,82;23,81;3,61;18,30;0,84;
04/02/20 18:00;62,56;25,92;2,91;21,46;0,85;
04/02/20 19:00;47,94;24,45;2,76;20,21;0,84;
04/02/20 20:00;59,94;18,30;2,50;14,47;0,86;
04/02/20 21:00;30,41;15,72;1,92;12,78;0,87;
04/02/20 22:00;15,80;15,25;1,85;12,42;0,88;
04/02/20 23:00;9,15;11,78;1,44;9,58;0,85;
05/02/20 00:00;8,84;12,20;1,39;10,07;;
05/02/20 01:00;4,78;10,92;1,29;8,94;0,84;
05/02/20 02:00;3,31;10,11;1,22;8,24;0,84;
05/02/20 03:00;10,53;8,72;1,10;7,04;0,84;
05/02/20 04:00;14,29;9,23;1,18;7,42;0,83;
05/02/20 05:00;19,45;9,90;1,15;8,14;0,82;
05/02/20 06:00;16,74;11,97;1,34;9,93;0,81;
05/02/20 07:00;17,33;15,39;1,94;12,40;0,84;
05/02/20 08:00;17,94;21,73;3,52;16,35;0,82;
05/02/20 09:00;23,75;21,33;3,85;15,45;0,82;
05/02/20 10:00;26,30;25,05;4,51;18,14;0,81;
05/02/20 11:00;23,21;18,60;3,09;13,86;0,81;
05/02/20 12:00;27,58;;;;0,82;
05/02/20 13:00;27,41;21,86;3,58;16,37;0,82;
05/02/20 14:00;32,48;17,47;2,52;13,61;0,81;
05/02/20 15:00;25,66;23,10;3,67;17,48;0,81;
05/02/20 16:00;25,89;22,93;3,67;17,30;0,82;
05/02/20 17:00;24,73;21,89;3,53;16,49;0,82;
05/02/20 18:00;26,14;17,53;2,07;14,35;0,82;
05/02/20 19:00;25,37;16,84;2,29;13,33;0,83;
05/02/20 20:00;24,40;15,52;2,09;12,36;0,83;
05/02/20 21:00;24,30;14,86;1,88;11,97;0,84;
05/02/20 22:00;29,83;13,07;1,56;10,69;0,84;
05/02/20 23:00;26,91;11,01;1,26;9,07;0,83;
06/02/20 00:00;30,43;9,89;1,11;8,19;0,83;
06/02/20 01:00;32,53;8,60;1,05;7,00;0,81;
06/02/20 02:00;27,19;8,43;1,01;6,88;0,81;
06/02/20 03:00;30,93;7,66;1,01;6,11;0,80;
06/02/20 04:00;25,82;7,51;0,95;6,05;0,79;
06/02/20 05:00;26,69;8,33;1,01;6,78;0,79;
06/02/20 06:00;30,02;10,71;1,49;8,42;0,80;
06/02/20 07:00;28,69;15,75;2,17;12,44;0,83;
06/02/20 08:00;28,42;25,31;4,19;18,78;0,83;
06/02/20 09:00;33,30;37,35;7,38;25,81;0,85;
06/02/20 10:00;35,14;27,61;4,75;20,32;0,82;
06/02/20 11:00;27,57;25,88;4,43;19,10;0,81;
06/02/20 12:00;31,21;22,55;3,41;17,32;;
06/02/20 13:00;17,62;20,92;3,06;16,26;0,82;
06/02/20 14:00;23,99;18,79;2,68;14,69;0,82;
06/02/20 15:00;21,30;28,34;5,11;20,50;0,82;
06/02/20 16:00;30,48;22,89;3,75;17,15;0,82;
06/02/20 17:00;22,46;26,16;3,62;20,60;0,82;
06/02/20 18:00;25,43;22,59;2,72;18,42;0,81;
06/02/20 19:00;19,42;21,37;1,81;18,60;0,81;
06/02/20 20:00;17,52;20,65;1,50;18,35;0,80;
06/02/20 21:00;14,83;20,55;1,33;18,51;0,80;
06/02/20 22:00;18,10;18,37;1,21;16,52;0,80;
06/02/20 23:00;14,81;14,62;1,14;12,88;0,80;
07/02/20 00:00;8,63;12,60;1,12;10,88;0,79;
07/02/20 01:00;17,17;12,97;1,19;11,14;0,80;
07/02/20 02:00;14,05;11,22;1,09;9,55;0,80;
07/02/20 03:00;11,49;13,28;1,08;11,62;0,80;
07/02/20 04:00;10,80;12,79;1,18;10,99;0,80;
07/02/20 05:00;13,22;12,38;1,28;10,46;0,81;
07/02/20 06:00;14,76;20,13;1,83;17,32;0,82;
07/02/20 07:00;11,85;21,68;2,60;17,70;0,83;
07/02/20 08:00;12,85;40,04;7,21;29,04;0,88;
07/02/20 09:00;23,93;48,86;10,17;33,29;0,91;
07/02/20 10:00;29,02;;;;0,89;
07/02/20 11:00;31,14;76,53;18,30;48,48;0,90;
07/02/20 12:00;23,42;39,35;8,01;27,11;0,87;
07/02/20 13:00;35,45;52,11;12,52;32,91;0,88;
07/02/20 14:00;36,27;32,47;6,03;23,25;0,89;
07/02/20 15:00;28,24;27,24;4,19;20,82;0,88;
07/02/20 16:00;22,93;30,41;3,78;24,61;0,86;
07/02/20 17:00;21,81;32,05;3,51;26,68;0,87;
07/02/20 18:00;16,61;27,45;1,97;24,43;0,88;
07/02/20 19:00;19,02;31,06;2,55;27,15;0,89;
07/02/20 20:00;20,18;33,81;2,44;30,06;0,89;
07/02/20 21:00;25,37;35,90;2,78;31,65;0,90;
07/02/20 22:00;23,83;36,91;3,12;32,12;0,90;
07/02/20 23:00;20,16;41,62;1,93;38,67;0,96;
08/02/20 00:00;22,73;26,53;1,66;23,97;;
08/02/20 01:00;8,01;21,08;1,36;18,99;0,89;
08/02/20 02:00;10,63;22,86;1,27;20,91;0,87;
08/02/20 03:00;10,40;20,46;1,14;18,72;0,85;
08/02/20 04:00;7,94;20,57;1,24;18,67;0,85;
08/02/20 05:00;15,16;17,08;1,24;15,17;0,84;
08/02/20 06:00;7,42;29,49;1,87;26,62;0,85;
08/02/20 07:00;14,07;43,32;3,57;37,87;0,89;
08/02/20 08:00;24,76;87,13;18,80;58,31;1,05;
08/02/20 09:00;72,06;70,02;12,83;50,37;1,19;
