Stat;EN04;;;;;
Parm;PM10;NOX;NO;NO2;CO;
Unit;ug/m3;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;
17/10/20 17:00;8,57;14,12;1,29;12,13;0,44;
17/10/20 18:00;13,02;21,03;1,26;19,10;0,45;
17/10/20 19:00;9,52;43,91;1,61;41,45;0,49;
17/10/20 20:00;13,91;46,88;2,87;42,50;0,52;
17/10/20 21:00;16,46;36,05;2,42;32,34;0,48;
17/10/20 22:00;8,13;36,85;2,43;33,12;;
17/10/20 23:00;8,55;;;;0,50;
18/10/20 00:00;11,56;33,97;2,88;29,55;0,51;
18/10/20 01:00;25,56;29,95;2,92;25,47;0,48;
18/10/20 02:00;16,32;17,05;1,99;14,00;0,46;
18/10/20 03:00;15,35;20,24;1,76;17,54;0,46;
18/10/20 04:00;15,17;16,19;1,84;13,36;0,44;
18/10/20 05:00;9,20;16,13;2,11;12,89;0,44;
18/10/20 06:00;10,01;24,30;2,41;20,61;0,43;
18/10/20 07:00;12,87;28,70;3,00;24,10;0,44;
18/10/20 08:00;19,02;27,08;4,58;20,06;0,47;
18/10/20 09:00;19,65;23,86;4,75;16,58;0,52;
18/10/20 10:00;17,42;22,54;3,91;16,54;0,50;
18/10/20 11:00;15,55;16,71;2,44;12,96;0,50;
18/10/20 12:00;8,72;16,70;2,56;12,77;0,49;
18/10/20 13:00;5,27;13,90;2,31;10,36;0,48;
18/10/20 14:00;7,02;9,08;1,65;6,55;0,47;
18/10/20 15:00;1,64;8,07;1,36;5,98;0,46;
18/10/20 16:00;1,31;8,94;1,43;6,75;0,45;
18/10/20 17:00;4,06;11,16;1,28;9,19;0,45;
18/10/20 18:00;1,22;29,91;1,57;27,50;0,49;
18/10/20 19:00;10,96;59,55;3,82;53,70;0,51;
18/10/20 20:00;11,41;63,04;4,25;56,54;0,49;
18/10/20 21:00;14,99;58,49;4,47;51,70;0,54;
18/10/20 22:00;23,50;41,05;2,53;37,16;0,50;
18/10/20 23:00;11,28;27,18;1,84;24,36;0,48;
19/10/20 00:00;10,37;22,92;1,74;20,25;0,46;
19/10/20 01:00;14,07;14,72;1,59;12,27;0,46;
19/10/20 02:00;7,89;11,19;1,52;8,86;0,45;
19/10/20 03:00;4,59;12,24;1,50;9,94;0,44;
19/10/20 04:00;7,24;15,77;1,80;13,00;0,43;
19/10/20 05:00;8,57;25,60;3,19;20,71;0,46;
19/10/20 06:00;9,77;43,88;5,45;35,53;0,48;
19/10/20 07:00;9,16;84,41;16,73;58,76;0,55;
19/10/20 08:00;27,27;79,33;17,07;53,14;0,61;
19/10/20 09:00;27,74;33,75;5,55;25,25;0,52;
19/10/20 10:00;11,69;25,39;4,10;19,10;;
19/10/20 11:00;10,71;19,07;3,06;14,40;0,51;
19/10/20 12:00;3,75;19,02;3,14;14,22;0,51;
19/10/20 13:00;7,58;19,93;3,59;14,48;0,52;
19/10/20 14:00;8,43;14,84;2,26;11,38;0,50;
19/10/20 15:00;7,27;11,30;1,65;8,78;0,49;
19/10/20 16:00;10,29;12,89;1,60;10,43;0,49;
19/10/20 17:00;8,93;20,27;1,54;17,90;0,50;
19/10/20 18:00;14,73;64,99;4,52;58,06;0,57;
19/10/20 19:00;14,88;104,38;14,26;82,50;0,62;
19/10/20 20:00;29,73;152,72;38,53;93,65;0,69;
19/10/20 21:00;36,31;;;;0,57;
19/10/20 22:00;17,77;35,23;2,51;31,39;0,47;
19/10/20 23:00;17,39;22,68;1,91;19,75;0,45;
20/10/20 00:00;9,51;24,23;1,74;21,56;0,45;
20/10/20 01:00;18,33;15,75;1,71;13,13;0,44;
20/10/20 02:00;14,83;13,82;1,58;11,40;0,43;
20/10/20 03:00;6,33;16,16;1,54;13,80;0,43;
20/10/20 04:00;11,76;38,06;2,14;34,78;0,44;
20/10/20 05:00;18,82;52,73;4,80;45,36;0,47;
20/10/20 06:00;18,24;64,36;7,71;52,54;0,50;
20/10/20 07:00;18,06;98,14;20,22;67,13;0,55;
20/10/20 08:00;31,19;101,56;25,90;61,85;0,59;
20/10/20 09:00;30,63;49,16;8,57;36,01;0,56;
20/10/20 10:00;7,76;27,47;3,74;21,75;0,51;
20/10/20 11:00;12,00;18,24;2,70;14,10;0,49;
20/10/20 12:00;6,58;16,48;2,43;12,76;0,50;
20/10/20 13:00;5,20;19,22;2,86;14,85;0,51;
20/10/20 14:00;5,70;13,45;1,93;10,49;0,51;
20/10/20 15:00;3,87;12,02;1,68;9,44;0,51;
20/10/20 16:00;5,10;15,69;1,94;12,71;0,51;
20/10/20 17:00;9,17;20,56;1,62;18,07;0,53;
20/10/20 18:00;5,99;76,08;6,02;66,86;0,59;
20/10/20 19:00;15,76;89,64;6,19;80,15;0,65;
20/10/20 20:00;17,97;135,03;22,89;99,94;0,72;
20/10/20 21:00;33,99;91,27;11,89;73,05;0,59;
20/10/20 22:00;24,58;47,32;3,31;42,24;;
20/10/20 23:00;17,81;27,75;2,17;24,42;0,48;
21/10/20 00:00;10,26;21,53;2,00;18,47;0,47;
21/10/20 01:00;9,33;17,92;1,85;15,08;0,46;
21/10/20 02:00;12,92;17,08;1,97;14,05;0,45;
21/10/20 03:00;13,94;14,95;1,97;11,93;0,44;
21/10/20 04:00;14,55;25,70;2,32;22,14;0,44;
21/10/20 05:00;8,48;38,15;3,97;32,07;0,47;
21/10/20 06:00;7,92;62,65;8,33;49,89;0,49;
21/10/20 07:00;16,34;104,30;24,08;67,38;0,55;
21/10/20 08:00;30,20;192,90;72,08;82,39;0,69;
21/10/20 09:00;49,87;129,48;36,11;74,09;0,61;
21/10/20 10:00;25,78;33,84;5,02;26,13;0,47;
21/10/20 11:00;9,25;24,99;3,99;18,87;0,45;
21/10/20 12:00;4,46;26,63;3,78;20,83;0,48;
21/10/20 13:00;19,04;29,92;3,87;23,99;0,50;
21/10/20 14:00;6,18;19,83;2,45;16,07;0,49;
21/10/20 15:00;6,99;16,36;2,07;13,20;0,49;
21/10/20 16:00;12,48;14,10;1,63;11,60;0,50;
21/10/20 17:00;6,89;17,02;1,46;14,79;0,50;
21/10/20 18:00;9,83;68,21;4,11;61,91;0,57;
21/10/20 19:00;21,90;;;;0,63;
21/10/20 20:00;33,85;100,05;11,94;81,74;0,65;
21/10/20 21:00;23,65;76,13;5,95;67,00;0,60;
21/10/20 22:00;26,42;84,65;9,21;70,52;0,64;
21/10/20 23:00;27,57;49,72;3,99;43,61;0,55;
22/10/20 00:00;18,52;26,04;2,07;22,86;0,48;
22/10/20 01:00;9,36;21,95;2,09;18,75;0,46;
22/10/20 02:00;1,71;21,81;2,09;18,61;0,42;
22/10/20 03:00;4,21;24,64;2,02;21,54;0,41;
22/10/20 04:00;11,63;34,16;2,68;30,04;0,42;
22/10/20 05:00;18,52;56,84;5,15;48,95;0,44;
22/10/20 06:00;17,60;95,91;13,25;75,60;0,46;
22/10/20 07:00;25,13;171,21;51,11;92,84;0,57;
22/10/20 08:00;52,19;176,67;57,93;87,85;0,67;
22/10/20 09:00;59,41;116,21;31,45;67,97;0,59;
22/10/20 10:00;33,19;41,34;5,87;32,34;;
22/10/20 11:00;23,67;30,94;4,27;24,39;0,56;
22/10/20 12:00;13,48;25,98;3,73;20,26;0,56;
22/10/20 13:00;16,95;22,00;2,80;17,72;0,55;
22/10/20 14:00;15,54;15,91;1,91;12,99;0,54;
22/10/20 15:00;21,59;15,62;1,74;12,96;0,55;
22/10/20 16:00;18,97;20,54;1,85;17,70;0,56;
22/10/20 17:00;15,46;44,38;1,93;41,43;0,59;
22/10/20 18:00;30,22;75,70;3,20;70,80;0,66;
22/10/20 19:00;27,46;149,78;25,22;111,09;0,78;
22/10/20 20:00;48,82;197,81;51,19;119,32;0,91;
22/10/20 21:00;45,15;125,05;21,92;91,45;0,71;
22/10/20 22:00;51,91;119,39;30,36;72,84;0,77;
22/10/20 23:00;48,37;52,37;4,59;45,33;0,61;
23/10/20 00:00;41,04;47,78;3,41;42,54;0,59;
23/10/20 01:00;21,80;37,20;2,97;32,64;0,55;
23/10/20 02:00;20,91;30,61;3,24;25,65;0,52;
23/10/20 03:00;18,56;23,24;2,68;19,13;0,50;
23/10/20 04:00;28,27;28,23;2,50;24,39;0,51;
23/10/20 05:00;27,16;48,84;5,13;40,97;0,52;
23/10/20 06:00;23,56;88,62;13,48;67,96;0,57;
23/10/20 07:00;31,35;150,22;42,60;84,91;0,64;
23/10/20 08:00;55,40;234,30;86,36;101,90;0,77;
23/10/20 09:00;67,52;179,93;56,23;93,71;0,79;
23/10/20 10:00;49,53;47,85;6,00;38,65;0,66;
23/10/20 11:00;28,83;29,92;4,19;23,49;0,61;
23/10/20 12:00;25,64;43,83;5,85;34,86;0,63;
23/10/20 13:00;28,77;50,87;6,39;41,07;0,64;
23/10/20 14:00;22,43;38,14;4,47;31,29;0,60;
23/10/20 15:00;18,50;19,25;2,41;15,56;0,58;
23/10/20 16:00;18,43;18,01;2,15;14,71;0,57;
23/10/20 17:00;13,22;;;;0,60;
23/10/20 18:00;24,56;95,41;5,81;86,50;0,67;
23/10/20 19:00;35,86;163,21;21,57;130,14;0,79;
23/10/20 20:00;55,52;174,78;32,59;124,81;0,91;
23/10/20 21:00;46,43;131,59;16,42;106,41;0,87;
23/10/20 22:00;67,01;146,13;34,62;93,06;;
23/10/20 23:00;157,30;101,14;17,60;74,15;0,76;
24/10/20 00:00;;84,08;11,81;65,97;0,74;
24/10/20 01:00;;65,71;6,58;55,62;0,72;
24/10/20 02:00;16,17;44,22;3,15;39,40;0,66;
24/10/20 03:00;40,58;38,28;2,73;34,10;0,62;
24/10/20 04:00;17,80;48,18;4,25;41,66;0,62;
24/10/20 05:00;17,38;42,93;4,05;36,73;0,54;
24/10/20 06:00;12,63;59,57;6,55;49,49;0,55;
24/10/20 07:00;21,05;98,93;18,68;70,32;0,57;
24/10/20 08:00;32,33;123,37;28,00;80,42;0,65;
24/10/20 09:00;68,20;141,54;36,95;84,88;0,73;
24/10/20 10:00;48,63;76,39;12,65;56,98;0,65;
24/10/20 11:00;34,47;33,57;5,23;25,55;0,58;
24/10/20 12:00;22,52;30,09;4,90;22,57;0,60;
24/10/20 13:00;24,97;37,06;4,41;30,30;0,65;
24/10/20 14:00;29,51;26,77;3,23;21,82;0,63;
24/10/20 15:00;27,36;18,44;2,21;15,05;0,60;
24/10/20 16:00;22,54;21,88;2,52;18,01;0,62;
24/10/20 17:00;16,81;19,65;2,72;15,48;0,62;
24/10/20 18:00;19,84;22,15;3,03;17,49;0,60;
24/10/20 19:00;9,28;22,47;2,91;18,01;0,58;
24/10/20 20:00;13,06;22,88;2,55;18,98;0,59;
24/10/20 21:00;4,52;20,95;2,62;16,94;0,58;
24/10/20 22:00;10,66;20,93;2,51;17,09;0,58;
24/10/20 23:00;4,25;18,97;2,61;14,97;0,57;
25/10/20 00:00;7,58;19,32;2,71;15,16;0,58;
25/10/20 01:00;9,58;17,50;2,54;13,60;0,56;
25/10/20 02:00;12,66;14,28;2,57;10,34;0,53;
25/10/20 03:00;10,35;11,54;2,36;7,92;0,52;
25/10/20 04:00;7,71;10,46;2,37;6,83;0,52;
25/10/20 05:00;6,82;10,41;2,33;6,83;0,50;
25/10/20 06:00;6,38;13,59;2,44;9,85;0,50;
25/10/20 07:00;7,55;14,14;2,45;10,38;0,49;
25/10/20 08:00;12,60;17,49;3,03;12,84;0,53;
25/10/20 09:00;19,59;24,22;3,51;18,83;0,59;
25/10/20 10:00;13,53;23,86;4,09;17,59;;
25/10/20 11:00;8,97;19,96;3,71;14,27;0,55;
25/10/20 12:00;14,53;15,52;2,72;11,35;0,55;
25/10/20 13:00;11,56;14,74;2,61;10,74;0,55;
25/10/20 14:00;13,24;18,66;3,15;13,83;0,57;
25/10/20 15:00;21,68;;;;0,55;
25/10/20 16:00;6,75;10,14;1,55;7,76;0,53;
25/10/20 17:00;8,24;11,30;1,47;9,04;0,54;
25/10/20 18:00;8,96;62,63;5,95;53,50;0,63;
25/10/20 19:00;18,28;78,29;8,66;65,02;0,67;
25/10/20 20:00;19,81;59,01;6,07;49,70;0,65;
25/10/20 21:00;26,15;41,97;4,40;35,21;0,63;
25/10/20 22:00;20,08;34,49;3,64;28,90;0,59;
25/10/20 23:00;15,46;28,52;2,99;23,98;0,54;
26/10/20 00:00;16,17;21,79;2,57;17,87;0,53;
26/10/20 01:00;14,23;21,71;2,21;18,33;0,53;
26/10/20 02:00;15,93;19,01;2,22;15,61;0,53;
26/10/20 03:00;9,81;15,03;2,06;11,88;0,51;
26/10/20 04:00;13,90;16,25;2,16;12,93;0,51;
26/10/20 05:00;8,81;19,54;2,46;15,77;0,51;
26/10/20 06:00;12,38;30,05;3,57;24,58;0,53;
26/10/20 07:00;12,54;67,24;12,16;48,60;0,58;
26/10/20 08:00;11,29;77,06;17,11;50,84;0,60;
26/10/20 09:00;24,97;84,61;20,51;53,17;0,63;
26/10/20 10:00;24,95;48,97;10,28;33,21;0,59;
26/10/20 11:00;11,56;24,33;4,54;17,38;0,54;
26/10/20 12:00;12,35;21,02;3,85;15,11;0,54;
26/10/20 13:00;6,16;18,63;3,13;13,83;0,55;
26/10/20 14:00;12,43;22,52;3,77;16,73;0,56;
26/10/20 15:00;11,86;26,43;4,37;19,72;0,54;
26/10/20 16:00;9,56;29,06;3,78;23,27;0,55;
26/10/20 17:00;18,03;31,71;3,32;26,61;0,57;
26/10/20 18:00;24,21;39,81;4,23;33,32;0,59;
26/10/20 19:00;15,93;27,28;3,88;21,33;0,59;
26/10/20 20:00;10,21;19,35;2,65;15,29;0,57;
26/10/20 21:00;16,75;24,21;3,00;19,61;0,58;
26/10/20 22:00;10,75;22,72;2,48;18,93;;
26/10/20 23:00;14,19;19,70;2,20;16,34;0,55;
27/10/20 00:00;15,36;24,14;2,39;20,48;0,55;
27/10/20 01:00;9,19;20,86;2,06;17,72;0,53;
27/10/20 02:00;9,84;13,40;1,89;10,50;0,50;
27/10/20 03:00;10,27;10,68;1,88;7,80;0,50;
27/10/20 04:00;7,46;18,38;2,46;14,61;0,50;
27/10/20 05:00;17,08;20,48;2,38;16,83;0,49;
27/10/20 06:00;11,40;57,48;9,00;43,68;0,54;
27/10/20 07:00;16,80;53,51;6,21;43,98;0,55;
27/10/20 08:00;16,47;54,26;9,33;39,96;0,58;
27/10/20 09:00;25,28;48,07;9,19;33,98;0,57;
27/10/20 10:00;17,66;33,65;6,83;23,17;0,59;
27/10/20 11:00;18,16;21,61;4,08;15,35;0,56;
27/10/20 12:00;16,30;23,88;4,43;17,09;0,56;
27/10/20 13:00;19,54;;;;0,55;
27/10/20 14:00;14,41;27,76;4,26;21,23;0,59;
27/10/20 15:00;22,99;31,84;5,06;24,10;0,61;
27/10/20 16:00;10,21;26,81;2,61;22,80;0,60;
27/10/20 17:00;15,45;31,38;2,53;27,49;0,61;
27/10/20 18:00;13,46;41,00;3,76;35,23;0,61;
27/10/20 19:00;22,74;54,16;6,67;43,93;0,62;
27/10/20 20:00;20,16;43,69;4,24;37,19;0,65;
27/10/20 21:00;31,68;49,72;4,66;42,57;0,64;
27/10/20 22:00;22,31;44,15;4,86;36,69;0,62;
27/10/20 23:00;27,38;27,77;3,02;23,15;0,65;
28/10/20 00:00;23,16;21,40;2,57;17,47;0,56;
28/10/20 01:00;9,14;14,74;2,09;11,52;0,55;
28/10/20 02:00;15,06;11,78;1,84;8,95;0,54;
28/10/20 03:00;16,80;9,24;1,65;6,71;0,55;
28/10/20 04:00;10,22;8,39;1,61;5,92;0,54;
28/10/20 05:00;10,18;11,35;1,70;8,75;0,53;
28/10/20 06:00;8,10;14,67;2,61;10,66;0,55;
28/10/20 07:00;8,11;17,92;3,10;13,18;0,56;
28/10/20 08:00;8,10;33,41;5,43;25,09;0,59;
28/10/20 09:00;13,37;30,03;5,46;21,67;0,60;
28/10/20 10:00;5,95;23,30;4,00;17,17;;
28/10/20 11:00;7,03;19,52;3,79;13,77;0,57;
28/10/20 12:00;11,77;19,15;3,75;13,40;0,59;
28/10/20 13:00;12,98;17,92;3,18;13,04;0,60;
28/10/20 14:00;18,78;14,69;2,51;10,85;0,60;
28/10/20 15:00;13,04;14,71;2,48;10,92;0,59;
28/10/20 16:00;21,39;12,97;1,96;9,98;0,59;
28/10/20 17:00;20,24;13,33;1,90;10,42;0,59;
28/10/20 18:00;10,14;15,58;1,91;12,65;0,58;
28/10/20 19:00;21,66;21,30;3,01;16,68;0,61;
28/10/20 20:00;22,11;19,16;2,64;15,11;0,59;
28/10/20 21:00;19,61;17,48;2,49;13,66;0,58;
28/10/20 22:00;16,10;12,98;2,11;9,75;0,56;
28/10/20 23:00;14,19;11,35;1,82;8,56;0,56;
29/10/20 00:00;6,77;10,45;1,86;7,60;0,55;
29/10/20 01:00;20,31;8,84;1,60;6,41;0,55;
29/10/20 02:00;24,00;8,14;1,50;5,88;0,54;
29/10/20 03:00;13,65;7,21;1,26;5,28;0,54;
29/10/20 04:00;9,20;7,52;1,26;5,58;0,53;
29/10/20 05:00;10,55;15,11;2,50;11,29;0,53;
29/10/20 06:00;13,72;20,02;3,28;14,98;0,54;
29/10/20 07:00;12,32;51,86;7,16;40,89;0,60;
29/10/20 08:00;21,27;67,03;13,60;46,18;0,64;
29/10/20 09:00;18,16;34,59;6,88;24,05;0,62;
29/10/20 10:00;10,83;21,91;4,03;15,74;0,57;
29/10/20 11:00;18,45;;;;0,57;
29/10/20 12:00;12,39;20,98;3,21;16,06;0,58;
29/10/20 13:00;20,21;21,21;3,15;16,38;0,59;
29/10/20 14:00;18,87;25,21;3,67;19,57;0,59;
29/10/20 15:00;11,39;24,11;3,37;18,93;0,58;
29/10/20 16:00;13,61;23,89;2,44;20,16;0,58;
29/10/20 17:00;15,32;40,21;3,00;35,62;0,61;
29/10/20 18:00;21,16;80,33;7,93;68,16;0,64;
29/10/20 19:00;25,08;105,30;16,40;80,15;0,68;
29/10/20 20:00;36,10;60,58;6,22;51,04;0,63;
29/10/20 21:00;34,50;55,64;5,79;46,76;0,61;
29/10/20 22:00;16,75;32,82;2,67;28,73;;
29/10/20 23:00;21,52;25,91;2,13;22,64;0,54;
30/10/20 00:00;10,22;25,22;2,25;21,77;0,56;
30/10/20 01:00;7,53;16,75;2,06;13,60;0,56;
30/10/20 02:00;9,87;14,71;1,46;12,47;0,55;
30/10/20 03:00;17,62;12,34;1,51;10,02;0,56;
30/10/20 04:00;12,18;13,16;1,49;10,88;0,55;
30/10/20 05:00;15,31;18,10;1,82;15,32;0,55;
30/10/20 06:00;9,53;21,54;3,31;16,47;0,57;
30/10/20 07:00;14,98;31,20;4,34;24,46;0,58;
30/10/20 08:00;7,24;51,89;8,89;38,20;0,63;
30/10/20 09:00;21,76;39,22;7,01;28,47;0,63;
30/10/20 10:00;21,17;25,21;4,07;18,97;0,62;
30/10/20 11:00;15,93;24,03;4,06;17,81;0,61;
30/10/20 12:00;11,68;21,30;3,94;15,26;0,61;
30/10/20 13:00;15,82;17,12;3,09;12,41;0,61;
30/10/20 14:00;12,43;17,60;2,86;13,21;0,63;
30/10/20 15:00;9,69;16,22;2,37;12,58;0,63;
30/10/20 16:00;12,28;16,26;1,99;13,21;0,65;
30/10/20 17:00;20,24;27,12;2,06;23,96;0,68;
30/10/20 18:00;22,86;70,10;5,83;61,16;0,74;
30/10/20 19:00;29,52;92,05;11,19;74,90;0,76;
30/10/20 20:00;38,28;98,05;15,08;74,93;0,79;
30/10/20 21:00;31,85;65,97;7,23;54,88;0,70;
30/10/20 22:00;20,26;46,23;4,47;39,38;0,66;
30/10/20 23:00;18,38;33,46;3,53;28,05;0,61;
31/10/20 00:00;17,93;22,15;2,32;18,60;0,61;
31/10/20 01:00;22,65;37,36;3,10;32,61;0,62;
31/10/20 02:00;9,30;25,67;2,31;22,13;0,59;
31/10/20 03:00;16,75;22,74;2,24;19,31;0,57;
31/10/20 04:00;18,70;22,47;2,19;19,12;0,56;
31/10/20 05:00;15,13;35,71;4,18;29,30;0,58;
31/10/20 06:00;18,15;39,96;5,25;31,92;0,57;
31/10/20 07:00;17,39;75,34;15,54;51,45;0,64;
31/10/20 08:00;24,10;95,21;28,21;51,89;0,73;
31/10/20 09:00;27,86;;;;0,70;
31/10/20 10:00;23,50;30,01;4,15;23,65;;
31/10/20 11:00;15,06;21,61;3,34;16,49;0,63;
31/10/20 12:00;17,63;22,94;3,28;17,92;0,65;
31/10/20 13:00;12,07;22,77;3,25;17,79;0,64;
31/10/20 14:00;12,07;15,92;2,20;12,54;0,62;
31/10/20 15:00;12,76;10,69;1,57;8,29;0,62;
31/10/20 16:00;8,24;10,08;1,43;7,89;0,63;
31/10/20 17:00;16,00;16,25;1,41;14,09;0,66;
31/10/20 18:00;12,78;43,10;2,76;38,87;0,70;
31/10/20 19:00;25,84;116,85;23,87;80,25;0,89;
31/10/20 20:00;101,47;85,14;8,73;71,75;0,74;
31/10/20 21:00;;101,66;19,74;71,39;0,77;
31/10/20 22:00;;98,52;25,51;59,40;0,84;
31/10/20 23:00;8,41;77,33;15,47;53,62;0,79;
01/11/20 00:00;17,47;48,17;5,18;40,22;0,73;
01/11/20 01:00;22,17;31,59;3,18;26,71;0,65;
01/11/20 02:00;23,05;30,80;3,43;25,54;0,63;
01/11/20 03:00;17,59;22,04;3,03;17,40;0,62;
01/11/20 04:00;10,83;17,52;2,35;13,91;0,59;
01/11/20 05:00;16,53;25,00;2,80;20,68;0,60;
01/11/20 06:00;24,92;32,89;3,75;27,17;0,62;
01/11/20 07:00;20,25;33,26;3,20;28,37;0,64;
01/11/20 08:00;19,98;40,20;6,90;29,63;0,68;
01/11/20 09:00;50,00;31,30;5,13;23,44;0,84;
01/11/20 10:00;35,54;29,92;4,38;23,20;0,69;
01/11/20 11:00;19,98;22,06;3,33;16,96;0,69;
01/11/20 12:00;15,50;17,12;2,60;13,13;0,68;
01/11/20 13:00;14,43;16,26;2,44;12,52;0,67;
01/11/20 14:00;11,87;14,21;2,09;11,00;0,67;
01/11/20 15:00;19,36;9,13;1,60;6,67;0,68;
01/11/20 16:00;13,53;8,39;1,41;6,22;0,65;
01/11/20 17:00;15,60;10,31;1,38;8,18;0,67;
01/11/20 18:00;17,68;36,93;1,85;34,10;0,73;
01/11/20 19:00;20,83;60,54;3,77;54,76;0,80;
01/11/20 20:00;26,89;62,83;6,95;52,17;0,76;
01/11/20 21:00;28,14;33,75;3,33;28,64;0,72;
01/11/20 22:00;26,33;23,96;2,46;20,19;;
01/11/20 23:00;16,31;18,19;2,10;14,97;0,68;
02/11/20 00:00;26,75;25,66;2,25;22,21;0,67;
02/11/20 01:00;16,69;23,74;2,61;19,74;0,67;
02/11/20 02:00;4,96;18,58;2,33;15,02;0,65;
02/11/20 03:00;17,51;13,22;2,18;9,88;0,62;
02/11/20 04:00;17,18;14,74;1,96;11,73;0,62;
02/11/20 05:00;18,53;14,70;1,99;11,63;0,62;
02/11/20 06:00;12,97;25,98;2,90;21,55;0,63;
02/11/20 07:00;14,51;;;;0,69;
02/11/20 08:00;19,34;86,68;21,06;54,37;0,72;
02/11/20 09:00;31,00;76,43;17,67;49,35;0,74;
02/11/20 10:00;24,57;47,22;8,41;34,33;0,69;
02/11/20 11:00;22,64;31,16;4,73;23,91;0,67;
02/11/20 12:00;21,44;26,53;3,31;21,46;0,69;
02/11/20 13:00;11,02;20,59;2,93;16,09;0,68;
02/11/20 14:00;17,17;16,39;2,39;12,73;0,70;
02/11/20 15:00;17,44;13,02;1,84;10,19;0,70;
02/11/20 16:00;25,44;12,64;1,67;10,07;0,71;
02/11/20 17:00;19,58;15,55;1,43;13,36;0,70;
02/11/20 18:00;18,09;147,10;39,89;85,95;0,99;
02/11/20 19:00;30,38;145,36;36,20;89,86;0,90;
02/11/20 20:00;36,99;132,46;29,97;86,51;0,86;
02/11/20 21:00;43,51;121,27;32,99;70,68;0,87;
02/11/20 22:00;39,21;118,20;37,36;60,91;0,87;
02/11/20 23:00;30,33;74,14;14,89;51,30;0,77;
03/11/20 00:00;21,17;37,23;3,40;32,02;0,67;
03/11/20 01:00;16,39;24,72;3,34;19,60;0,64;
03/11/20 02:00;18,46;16,53;2,54;12,63;0,61;
03/11/20 03:00;35,70;14,64;2,34;11,05;0,60;
03/11/20 04:00;10,79;16,22;2,39;12,56;0,60;
03/11/20 05:00;19,70;33,21;4,10;26,93;0,62;
03/11/20 06:00;17,38;54,90;9,00;41,09;0,66;
03/11/20 07:00;19,74;70,32;13,57;49,50;0,67;
03/11/20 08:00;32,86;119,53;39,16;59,50;0,73;
03/11/20 09:00;31,91;72,67;19,13;43,34;0,77;
03/11/20 10:00;32,17;31,23;4,51;24,31;;
03/11/20 11:00;15,92;24,49;3,38;19,30;0,68;
03/11/20 12:00;14,85;18,58;3,06;13,90;0,68;
03/11/20 13:00;12,40;17,06;2,64;13,01;0,67;
03/11/20 14:00;9,44;19,72;2,94;15,21;0,67;
03/11/20 15:00;13,93;14,53;2,15;11,23;0,66;
03/11/20 16:00;11,03;16,01;1,94;13,03;0,67;
03/11/20 17:00;15,54;16,71;1,48;14,45;0,69;
03/11/20 18:00;16,92;44,98;2,60;40,99;0,76;
03/11/20 19:00;23,54;89,45;11,83;71,31;0,81;
03/11/20 20:00;35,65;97,22;11,34;79,83;0,87;
03/11/20 21:00;47,63;81,68;10,14;66,13;0,80;
03/11/20 22:00;45,32;37,48;4,11;31,18;0,74;
03/11/20 23:00;33,86;23,14;2,68;19,03;0,71;
04/11/20 00:00;21,92;18,16;2,30;14,64;0,67;
04/11/20 01:00;18,20;14,20;2,20;10,82;0,66;
04/11/20 02:00;19,58;11,77;1,99;8,72;0,63;
04/11/20 03:00;18,71;16,38;1,93;13,42;0,62;
04/11/20 04:00;22,20;28,53;2,02;25,44;0,61;
04/11/20 05:00;30,93;;;;0,61;
04/11/20 06:00;23,78;50,02;5,15;42,12;0,62;
04/11/20 07:00;28,59;64,16;8,30;51,43;0,63;
04/11/20 08:00;29,79;86,60;19,74;56,33;0,70;
04/11/20 09:00;26,88;48,63;8,94;34,92;0,68;
04/11/20 10:00;18,83;29,79;4,46;22,95;0,66;
04/11/20 11:00;11,47;25,77;3,71;20,08;0,64;
04/11/20 12:00;15,90;17,56;2,72;13,39;0,63;
04/11/20 13:00;8,28;15,03;2,61;11,04;0,63;
04/11/20 14:00;123,24;17,76;2,85;13,38;0,63;
04/11/20 15:00;;17,22;2,47;13,44;0,61;
04/11/20 16:00;-;17,44;2,32;13,90;0,63;
04/11/20 17:00;;35,49;3,03;30,84;0,69;
04/11/20 18:00;0,22;81,26;9,04;67,37;0,72;
04/11/20 19:00;10,21;131,80;29,20;86,97;0,83;
04/11/20 20:00;53,72;193,46;65,76;92,63;1,01;
04/11/20 21:00;58,82;125,79;34,28;73,23;0,83;
04/11/20 22:00;31,74;68,63;11,26;51,36;;
04/11/20 23:00;27,56;64,62;10,82;48,03;0,68;
05/11/20 00:00;21,90;30,32;3,08;25,60;0,65;
05/11/20 01:00;14,77;26,77;2,94;22,28;0,63;
05/11/20 02:00;21,17;18,78;2,20;15,40;0,62;
05/11/20 03:00;19,29;17,99;2,05;14,85;0,62;
05/11/20 04:00;14,42;20,45;2,09;17,24;0,63;
05/11/20 05:00;15,65;23,95;2,64;19,90;0,61;
05/11/20 06:00;19,77;33,93;3,76;28,17;0,64;
05/11/20 07:00;19,52;49,94;7,31;38,73;0,70;
05/11/20 08:00;25,18;52,08;9,50;37,52;0,73;
05/11/20 09:00;27,17;60,24;13,87;38,97;0,77;
05/11/20 10:00;26,22;27,27;4,68;20,10;0,72;
05/11/20 11:00;14,54;25,47;4,42;18,70;0,73;
05/11/20 12:00;20,15;19,30;2,95;14,78;0,73;
05/11/20 13:00;11,99;20,08;2,93;15,59;0,71;
