NetC;Brindisi;;;;;;;
Stat;S.I.S.R.I;;;;;;;
Parm;SO2;NO2;NOX;CO;PM10;BENZENE;;
;;;;;;;;
Unit;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;ug/m3;ug/m3 293K;;
;;;;;;;;
;;;;;;;;
19/10/2020 04:00;0,13;5,74;6,14;0,28;18,80;0,07;;
19/10/2020 05:00;1,07;9,62;10,11;0,27;18,80;0,08;;
19/10/2020 06:00;1,05;8,96;9,60;0,31;18,80;0,09;;
19/10/2020 07:00;0,90;18,51;20,03;0,32;18,80;0,13;;
19/10/2020 08:00;1,26;29,19;34,73;0,33;18,80;0,15;;
19/10/2020 09:00;1,37;22,26;31,28;0,31;18,80;0,18;;
19/10/2020 10:00;1,54;12,20;17,64;0,29;18,80;0,11;;
19/10/2020 11:00;1,61;10,39;15,36;0,29;18,80;0,11;;
19/10/2020 12:00;1,95;10,46;15,42;0,28;18,80;0,11;;
19/10/2020 13:00;1,97;7,17;10,40;0,27;18,80;0,10;;
19/10/2020 14:00;1,85;6,32;9,06;0,27;18,80;0,10;;
19/10/2020 15:00;1,96;3,64;4,86;0,27;18,80;0,10;;
19/10/2020 16:00;1,81;4,00;5,24;0,28;18,80;0,10;;
19/10/2020 17:00;1,98;5,22;6,30;0,28;18,80;0,09;;
19/10/2020 18:00;1,85;6,52;7,57;0,28;18,80;0,09;;
19/10/2020 19:00;1,68;15,84;17,08;0,28;18,80;0,09;;
19/10/2020 20:00;1,43;21,25;22,01;0,29;18,80;0,10;;
19/10/2020 21:00;1,29;18,03;18,74;0,27;18,80;0,09;;
19/10/2020 22:00;1,45;29,49;30,38;0,38;18,80;0,09;;
19/10/2020 23:00;1,27;34,09;35,16;0,40;18,80;0,41;;
20/10/2020 00:00;1,13;21,18;21,87;0,37;18,80;0,34;;
20/10/2020 01:00;;13,20;13,92;0,38;12,40;0,36;;
20/10/2020 02:00;0,74;;;0,36;12,40;0,34;;
20/10/2020 03:00;0,96;6,69;7,47;0,34;12,40;0,20;;
20/10/2020 04:00;0,93;4,44;4,54;0,32;12,40;0,17;;
20/10/2020 05:00;1,13;6,28;6,66;0,30;12,40;0,12;;
20/10/2020 06:00;1,00;6,72;7,23;0,31;12,40;0,11;;
20/10/2020 07:00;1,03;17,34;19,76;0,32;12,40;0,31;;
20/10/2020 08:00;1,05;25,44;28,53;0,33;12,40;0,17;;
20/10/2020 09:00;2,12;29,85;41,71;0,35;12,40;0,19;;
20/10/2020 10:00;1,11;15,47;22,38;0,30;12,40;0,20;;
20/10/2020 11:00;1,08;8,69;12,22;0,25;12,40;0,11;;
20/10/2020 12:00;1,11;9,04;12,70;0,26;12,40;0,08;;
20/10/2020 13:00;0,99;6,90;9,75;0,25;12,40;0,08;;
20/10/2020 14:00;0,97;7,93;10,89;0,24;12,40;0,08;;
20/10/2020 15:00;0,91;2,97;4,15;0,25;12,40;0,07;;
20/10/2020 16:00;0,95;4,50;5,80;0,27;12,40;0,08;;
20/10/2020 17:00;1,00;4,99;6,18;0,26;12,40;0,07;;
20/10/2020 18:00;1,07;9,52;11,47;0,27;12,40;0,07;;
20/10/2020 19:00;0,89;8,11;8,71;0,26;12,40;0,07;;
20/10/2020 20:00;0,86;9,94;10,23;0,26;12,40;0,06;;
20/10/2020 21:00;0,70;13,79;14,88;0,26;12,40;0,08;;
20/10/2020 22:00;0,99;12,48;12,88;0,30;12,40;0,07;;
20/10/2020 23:00;1,07;21,80;22,08;0,36;12,40;0,21;;
21/10/2020 00:00;1,06;10,92;11,54;0,32;12,40;0,28;;
21/10/2020 01:00;0,90;8,94;9,25;0,27;15,00;0,16;;
21/10/2020 02:00;0,69;6,66;6,99;0,26;15,00;0,07;;
21/10/2020 03:00;0,84;18,41;19,10;0,27;15,00;0,07;;
21/10/2020 04:00;0,93;16,98;17,67;0,29;15,00;0,07;;
21/10/2020 05:00;0,83;17,01;18,76;0,33;15,00;0,14;;
21/10/2020 06:00;1,11;26,66;32,66;0,35;15,00;0,34;;
21/10/2020 07:00;0,69;28,91;30,83;0,34;15,00;0,18;;
21/10/2020 08:00;0,84;31,15;36,30;0,31;15,00;0,16;;
21/10/2020 09:00;0,86;29,95;39,70;0,32;15,00;0,17;;
21/10/2020 10:00;1,07;17,56;25,09;0,28;15,00;0,15;;
21/10/2020 11:00;0,97;10,58;14,71;0,25;15,00;0,10;;
21/10/2020 12:00;0,74;8,10;11,01;0,25;15,00;0,06;;
21/10/2020 13:00;0,62;5,11;6,92;0,24;15,00;0,06;;
21/10/2020 14:00;0,90;5,58;8,07;0,24;15,00;0,06;;
21/10/2020 15:00;0,80;3,68;5,13;0,24;15,00;0,05;;
21/10/2020 16:00;;;;0,25;15,00;0,04;;
21/10/2020 17:00;;;;0,20;15,00;2,10;;
21/10/2020 18:00;1,18;12,59;13,46;0,21;15,00;0,06;;
21/10/2020 19:00;0,95;11,83;12,45;0,22;15,00;0,07;;
21/10/2020 20:00;0,61;17,71;18,71;0,25;15,00;0,09;;
21/10/2020 21:00;1,18;52,36;76,61;0,43;15,00;0,28;;
21/10/2020 22:00;1,47;51,75;82,84;0,52;15,00;0,78;;
21/10/2020 23:00;0,20;37,23;39,94;0,40;15,00;0,54;;
22/10/2020 00:00;0,08;19,99;20,98;0,40;15,00;0,38;;
22/10/2020 01:00;;13,20;13,66;0,40;;0,62;;
22/10/2020 02:00;;;;0,38;;0,61;;
22/10/2020 03:00;;9,21;10,07;0,35;;0,50;;
22/10/2020 04:00;;7,46;8,24;0,37;;0,54;;
22/10/2020 05:00;;11,17;11,75;0,35;;0,40;;
22/10/2020 06:00;;20,94;25,30;0,35;;0,30;;
22/10/2020 07:00;;34,99;63,14;0,44;;0,59;;
22/10/2020 08:00;;61,03;211,26;0,57;;0,53;;
22/10/2020 09:00;;60,00;203,64;0,59;;0,50;;
22/10/2020 10:00;;;;;;0,33;;
22/10/2020 11:00;;;;;;0,08;;
22/10/2020 12:00;;;;0,08;;0,05;;
22/10/2020 13:00;0,29;5,23;5,87;0,07;;0,12;;
22/10/2020 14:00;0,51;6,37;7,44;0,09;;0,12;;
22/10/2020 15:00;0,38;8,65;9,89;0,09;;0,10;;
22/10/2020 16:00;0,29;10,05;10,51;0,10;;0,10;;
22/10/2020 17:00;0,08;11,83;11,91;0,10;;0,10;;
22/10/2020 18:00;0,16;;;0,11;;0,09;;
22/10/2020 19:00;0,37;;;0,13;;0,09;;
22/10/2020 20:00;0,34;39,13;39,20;0,13;;0,12;;
22/10/2020 21:00;0,33;35,23;36,16;0,18;;0,09;;
22/10/2020 22:00;0,80;47,31;48,13;0,34;;0,41;;
22/10/2020 23:00;0,28;29,69;30,28;0,28;;0,49;;
23/10/2020 00:00;0,15;17,63;18,08;0,31;;0,64;;
23/10/2020 01:00;0,16;14,70;14,95;0,28;26,10;0,63;;
23/10/2020 02:00;0,29;11,20;11,35;0,25;26,10;0,46;;
23/10/2020 03:00;0,26;11,29;11,34;0,26;26,10;0,57;;
23/10/2020 04:00;0,33;14,95;14,98;0,27;26,10;0,46;;
23/10/2020 05:00;0,25;22,73;23,43;0,28;26,10;0,40;;
23/10/2020 06:00;0,82;45,18;63,16;0,38;26,10;0,62;;
23/10/2020 07:00;3,27;56,65;152,82;0,40;26,10;0,86;;
23/10/2020 08:00;4,56;65,80;209,81;0,48;26,10;0,58;;
23/10/2020 09:00;1,98;47,17;86,68;0,31;26,10;0,72;;
23/10/2020 10:00;0,14;14,51;18,69;0,05;26,10;0,24;;
23/10/2020 11:00;0,52;7,10;8,27;0,03;26,10;0,08;;
23/10/2020 12:00;0,42;5,58;6,72;0,02;26,10;0,06;;
23/10/2020 13:00;0,43;3,83;4,34;0,03;26,10;;;
23/10/2020 14:00;0,44;11,00;13,50;0,04;26,10;;;
23/10/2020 15:00;0,34;19,79;24,77;0,04;26,10;;;
23/10/2020 16:00;;;;0,13;26,10;;;
23/10/2020 17:00;0,36;6,77;7,45;0,13;26,10;0,05;;
23/10/2020 18:00;0,83;;;0,14;26,10;0,15;;
23/10/2020 19:00;0,90;31,79;37,12;0,22;26,10;0,09;;
23/10/2020 20:00;0,75;42,75;44,84;0,29;26,10;0,26;;
23/10/2020 21:00;0,68;25,17;25,84;0,30;26,10;0,34;;
23/10/2020 22:00;0,61;29,16;35,55;0,29;26,10;0,23;;
23/10/2020 23:00;0,71;18,51;19,48;0,28;26,10;0,18;;
24/10/2020 00:00;0,65;11,70;12,05;0,27;26,10;0,13;;
24/10/2020 01:00;;13,43;13,51;0,27;16,70;0,15;;
24/10/2020 02:00;0,41;;;0,26;16,70;0,15;;
24/10/2020 03:00;0,71;8,09;8,56;0,27;16,70;0,13;;
24/10/2020 04:00;0,60;8,34;8,58;0,30;16,70;0,12;;
24/10/2020 05:00;0,67;10,48;10,69;0,27;16,70;0,13;;
24/10/2020 06:00;0,66;21,51;22,36;0,29;16,70;0,16;;
24/10/2020 07:00;1,14;42,24;60,71;0,34;16,70;0,37;;
24/10/2020 08:00;0,91;35,70;46,03;0,33;16,70;0,28;;
24/10/2020 09:00;0,74;17,73;20,98;0,27;16,70;0,26;;
24/10/2020 10:00;0,89;9,37;11,01;0,23;16,70;0,17;;
24/10/2020 11:00;1,13;7,29;8,23;0,17;16,70;0,09;;
24/10/2020 12:00;0,81;7,65;8,61;0,18;16,70;0,10;;
24/10/2020 13:00;0,64;5,42;6,14;0,20;16,70;0,13;;
24/10/2020 14:00;0,66;3,15;3,75;0,19;16,70;0,11;;
24/10/2020 15:00;0,50;;;0,17;16,70;0,07;;
24/10/2020 16:00;0,73;;;0,16;16,70;0,06;;
24/10/2020 17:00;0,67;;;0,16;16,70;0,05;;
24/10/2020 18:00;0,72;;;0,16;16,70;0,04;;
24/10/2020 19:00;0,75;;;0,18;16,70;0,13;;
24/10/2020 20:00;0,63;11,52;11,60;0,22;16,70;0,15;;
24/10/2020 21:00;0,70;;;0,22;16,70;0,14;;
24/10/2020 22:00;0,63;5,88;6,06;0,16;16,70;0,08;;
24/10/2020 23:00;0,57;;;0,19;16,70;0,06;;
25/10/2020 00:00;0,62;;;0,21;16,70;0,07;;
25/10/2020 01:00;0,93;;;0,22;12,60;0,18;;
25/10/2020 02:00;0,66;10,15;10,34;0,23;12,60;0,30;;
25/10/2020 03:00;0,82;;;0,22;12,60;0,09;;
