NetC;Brindisi;;;;;;;
Stat;S.I.S.R.I;;;;;;;
Parm;SO2;NO2;NOX;CO;PM10;BENZENE;;
;;;;;;;;
Unit;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;ug/m3;ug/m3 293K;;
;;;;;;;;
;;;;;;;;
17/01/2020 19:00;0,67;21,36;21,94;0,37;;0,23;;
17/01/2020 20:00;0,64;40,92;42,29;0,50;31,26;0,23;;
17/01/2020 21:00;1,22;52,45;58,77;0,74;;0,95;;
17/01/2020 22:00;0,88;44,33;48,50;0,80;31,50;1,72;;
17/01/2020 23:00;0,81;25,69;26,75;0,49;;1,09;;
18/01/2020 00:00;0,77;28,13;29,11;0,62;53,48;0,44;;
18/01/2020 01:00;;31,83;33,22;0,75;;1,33;;
18/01/2020 02:00;0,63;;;0,66;33,21;1,23;;
18/01/2020 03:00;0,60;20,62;21,52;0,58;;1,42;;
18/01/2020 04:00;0,53;18,07;18,66;0,48;44,44;0,89;;
18/01/2020 05:00;0,46;20,45;21,02;0,43;;0,67;;
18/01/2020 06:00;0,44;29,31;30,37;0,44;42,98;;;
18/01/2020 07:00;0,46;34,46;35,81;0,45;;;;
18/01/2020 08:00;0,39;33,49;37,54;0,47;27,35;0,51;;
18/01/2020 09:00;0,92;35,11;48,89;0,46;;0,57;;
18/01/2020 10:00;1,04;23,86;31,59;0,48;25,40;0,58;;
18/01/2020 11:00;2,14;14,78;17,52;0,40;;0,51;;
18/01/2020 12:00;1,21;10,67;12,02;0,36;15,87;0,36;;
18/01/2020 13:00;0,98;8,44;9,44;0,32;;0,39;;
18/01/2020 14:00;0,95;6,90;7,46;0,29;18,32;0,28;;
18/01/2020 15:00;0,90;5,66;6,19;0,25;;0,19;;
18/01/2020 16:00;0,78;5,85;6,30;0,27;9,77;0,16;;
18/01/2020 17:00;0,88;8,15;8,70;0,29;;0,17;;
18/01/2020 18:00;0,67;13,89;14,44;0,31;5,86;0,21;;
18/01/2020 19:00;0,84;12,56;13,12;0,36;;0,30;;
18/01/2020 20:00;0,69;13,63;14,50;0,50;20,76;0,38;;
18/01/2020 21:00;0,90;13,36;14,14;0,52;;0,88;;
18/01/2020 22:00;0,80;16,50;17,22;0,56;16,36;0,77;;
18/01/2020 23:00;0,92;14,71;15,70;0,61;;0,89;;
19/01/2020 00:00;0,80;13,85;14,55;0,58;27,11;0,88;;
19/01/2020 01:00;0,52;11,57;12,23;0,41;;0,87;;
19/01/2020 02:00;0,16;13,46;14,26;0,46;29,55;0,41;;
19/01/2020 03:00;0,61;14,71;15,45;0,46;;0,51;;
19/01/2020 04:00;0,73;9,96;10,60;0,39;21,98;0,41;;
19/01/2020 05:00;0,42;13,58;14,27;0,41;;0,42;;
19/01/2020 06:00;0,70;20,26;21,13;0,37;18,56;0,42;;
19/01/2020 07:00;0,67;17,77;18,44;0,35;;0,25;;
19/01/2020 08:00;0,72;12,40;13,40;0,36;15,87;0,26;;
19/01/2020 09:00;0,67;15,40;18,50;0,32;;0,25;;
19/01/2020 10:00;0,77;12,11;15,66;0,29;14,41;0,19;;
19/01/2020 11:00;0,77;7,18;9,01;0,28;;0,16;;
19/01/2020 12:00;0,77;7,65;9,85;0,29;14,65;0,16;;
19/01/2020 13:00;0,74;7,20;9,17;0,29;;0,16;;
19/01/2020 14:00;0,76;6,70;8,42;0,30;8,06;0,20;;
19/01/2020 15:00;0,81;7,61;9,53;0,31;;0,23;;
19/01/2020 16:00;0,74;11,96;14,26;0,30;6,84;0,23;;
19/01/2020 17:00;0,39;10,71;11,58;0,31;;0,25;;
19/01/2020 18:00;0,42;11,28;11,71;0,26;3,91;0,23;;
19/01/2020 19:00;0,72;26,03;26,73;0,31;;0,19;;
19/01/2020 20:00;0,61;12,84;13,36;0,34;12,94;0,22;;
19/01/2020 21:00;0,56;15,95;16,75;0,38;;0,29;;
19/01/2020 22:00;0,43;12,08;12,72;0,29;12,45;0,35;;
19/01/2020 23:00;0,45;5,60;6,08;0,28;;0,22;;
20/01/2020 00:00;0,88;5,47;5,89;0,31;10,74;0,31;;
20/01/2020 01:00;;5,97;6,49;0,32;;0,30;;
20/01/2020 02:00;0,79;;;0,33;17,58;0,34;;
20/01/2020 03:00;1,12;6,43;7,02;0,33;;0,34;;
20/01/2020 04:00;1,02;5,59;5,89;0,34;17,83;0,39;;
20/01/2020 05:00;1,12;4,38;4,71;0,35;;0,43;;
20/01/2020 06:00;1,24;6,15;6,64;0,36;17,34;0,48;;
20/01/2020 07:00;0,99;9,62;10,19;0,38;;;;
20/01/2020 08:00;0,92;14,02;15,13;0,39;17,83;;;
20/01/2020 09:00;0,98;11,05;12,51;0,37;;;;
20/01/2020 10:00;1,18;8,12;10,09;0,36;23,93;;;
20/01/2020 11:00;1,64;7,41;9,98;0,37;;;;
20/01/2020 12:00;1,61;5,76;7,99;0,37;22,47;;;
20/01/2020 13:00;1,77;5,70;7,37;0,40;;;;
20/01/2020 14:00;1,84;4,86;6,16;0,40;15,87;;;
20/01/2020 15:00;1,81;5,11;6,20;0,38;;;;
20/01/2020 16:00;1,79;8,12;9,37;0,38;19,05;;;
20/01/2020 17:00;1,65;11,80;12,94;0,40;;;;
20/01/2020 18:00;1,99;16,68;17,37;0,42;20,51;;;
20/01/2020 19:00;2,01;10,37;10,95;0,42;;;;
20/01/2020 20:00;2,24;9,34;9,85;0,42;12,21;;;
20/01/2020 21:00;2,22;5,83;6,46;0,43;;;;
20/01/2020 22:00;2,18;8,88;9,48;0,43;18,07;;;
20/01/2020 23:00;2,02;5,48;5,94;0,43;;;;
21/01/2020 00:00;1,73;6,42;6,82;0,44;15,63;;;
21/01/2020 01:00;1,64;10,82;11,23;0,43;;;;
21/01/2020 02:00;1,65;12,49;12,95;0,44;19,78;;;
21/01/2020 03:00;1,52;14,21;14,95;0,43;;;;
21/01/2020 04:00;1,59;12,22;12,92;0,42;17,34;;;
21/01/2020 05:00;1,72;13,27;13,80;0,40;;;;
21/01/2020 06:00;1,60;14,01;14,63;0,40;14,90;;;
21/01/2020 07:00;1,96;12,75;13,66;0,38;;;;
21/01/2020 08:00;2,10;21,72;24,78;0,37;16,85;;;
21/01/2020 09:00;2,35;18,77;22,88;0,37;;;;
21/01/2020 10:00;2,03;18,76;26,29;0,37;15,38;;;
21/01/2020 11:00;2,28;10,30;13,90;0,38;;;;
21/01/2020 12:00;3,48;7,03;9,33;0,36;16,36;;;
21/01/2020 13:00;4,47;5,47;7,34;0,34;;;;
21/01/2020 14:00;3,29;5,89;7,75;0,35;18,56;;;
21/01/2020 15:00;2,91;6,32;7,89;0,35;;;;
21/01/2020 16:00;2,41;9,58;11,36;0,35;10,99;;;
21/01/2020 17:00;1,91;7,20;7,98;0,35;;;;
21/01/2020 18:00;1,81;9,41;9,96;0,36;6,84;;;
21/01/2020 19:00;1,87;8,21;8,66;0,37;;0,59;;
21/01/2020 20:00;2,09;5,71;5,98;0,36;7,33;0,48;;
21/01/2020 21:00;1,90;7,17;7,62;0,36;;0,46;;
21/01/2020 22:00;1,75;18,07;18,96;0,34;12,45;0,41;;
21/01/2020 23:00;1,86;17,27;18,03;0,33;;0,32;;
22/01/2020 00:00;1,56;8,27;8,77;0,31;18,80;0,33;;
22/01/2020 01:00;;8,16;8,63;0,29;;0,24;;
22/01/2020 02:00;0,73;;;0,28;13,19;0,23;;
22/01/2020 03:00;0,96;10,43;11,01;0,37;;0,26;;
22/01/2020 04:00;0,81;12,63;13,10;0,37;13,43;0,39;;
22/01/2020 05:00;0,66;10,48;10,99;0,37;;0,36;;
22/01/2020 06:00;0,47;10,70;11,18;0,36;17,83;0,33;;
22/01/2020 07:00;0,66;19,30;20,23;0,37;;0,46;;
22/01/2020 08:00;0,77;32,78;38,10;0,40;15,87;0,36;;
22/01/2020 09:00;0,96;30,29;40,13;0,39;;0,36;;
22/01/2020 10:00;0,80;18,63;26,15;0,33;16,85;0,34;;
22/01/2020 11:00;0,94;17,21;25,49;0,31;;0,31;;
22/01/2020 12:00;0,98;7,85;10,80;0,30;15,38;0,29;;
22/01/2020 13:00;0,75;8,40;11,23;0,32;;0,29;;
22/01/2020 14:00;0,77;9,54;12,87;0,31;13,19;0,32;;
22/01/2020 15:00;0,86;6,29;7,72;0,29;;0,27;;
22/01/2020 16:00;1,54;10,38;12,39;0,16;;0,24;;
22/01/2020 17:00;1,25;;;0,15;;0,24;;
22/01/2020 18:00;1,69;;;0,31;;0,23;;
22/01/2020 19:00;1,36;;;0,31;;0,21;;
22/01/2020 20:00;0,85;16,24;16,41;0,30;;0,20;;
22/01/2020 21:00;0,74;22,95;23,08;0,35;;0,23;;
22/01/2020 22:00;0,61;38,07;38,53;0,42;2,93;0,39;;
22/01/2020 23:00;0,52;27,70;28,27;0,55;;0,64;;
23/01/2020 00:00;0,72;14,16;14,29;0,48;10,99;0,63;;
23/01/2020 01:00;0,46;8,56;8,81;0,33;;0,49;;
23/01/2020 02:00;0,48;5,25;5,35;0,27;12,21;0,18;;
23/01/2020 03:00;0,62;12,45;12,52;0,31;;0,18;;
23/01/2020 04:00;0,63;11,36;11,70;0,28;12,70;0,23;;
23/01/2020 05:00;0,77;7,79;8,01;0,28;;0,17;;
23/01/2020 06:00;0,62;12,23;12,93;0,32;15,63;0,23;;
23/01/2020 07:00;0,48;14,04;15,15;0,31;;0,26;;
23/01/2020 08:00;0,50;14,51;15,83;0,32;20,51;0,25;;
23/01/2020 09:00;0,99;19,34;25,00;0,30;;0,25;;
23/01/2020 10:00;0,74;;;0,23;23,69;0,19;;
23/01/2020 11:00;;;;;;0,19;;
23/01/2020 12:00;0,94;11,92;15,72;0,16;23,69;;;
23/01/2020 13:00;0,98;10,11;13,07;0,19;;;;
23/01/2020 14:00;0,79;7,86;9,92;0,17;12,70;3,79;;
23/01/2020 15:00;0,85;5,81;7,11;0,16;;0,34;;
23/01/2020 16:00;1,72;11,72;13,63;0,16;24,42;0,29;;
23/01/2020 17:00;3,34;18,66;19,69;0,15;;;;
23/01/2020 18:00;3,04;16,85;17,25;0,14;23,20;0,29;;
23/01/2020 19:00;2,97;10,66;11,20;0,15;;0,24;;
23/01/2020 20:00;2,83;14,30;14,83;0,17;12,45;0,23;;
23/01/2020 21:00;1,23;18,82;19,44;0,25;;0,34;;
23/01/2020 22:00;0,94;20,01;20,55;0,24;7,08;0,41;;
23/01/2020 23:00;0,79;16,22;16,74;0,24;;0,39;;
24/01/2020 00:00;0,69;19,91;20,42;0,24;12,21;0,38;;
24/01/2020 01:00;;13,96;14,41;0,15;;0,31;;
24/01/2020 02:00;1,77;;;0,17;14,41;0,16;;
24/01/2020 03:00;1,33;18,98;19,36;0,27;;0,30;;
24/01/2020 04:00;1,02;32,08;32,80;0,25;12,45;0,34;;
24/01/2020 05:00;0,95;25,42;26,03;0,26;;0,36;;
24/01/2020 06:00;0,80;25,08;26,02;0,27;18,07;0,37;;
24/01/2020 07:00;0,95;51,69;61,86;0,33;;0,63;;
24/01/2020 08:00;2,56;65,51;121,01;0,46;24,18;0,54;;
24/01/2020 09:00;2,02;60,73;112,59;0,42;;0,61;;
24/01/2020 10:00;1,47;40,37;61,76;0,29;20,27;0,50;;
24/01/2020 11:00;2,13;28,59;40,73;0,25;;0,51;;
24/01/2020 12:00;1,58;8,26;10,23;0,21;21,00;0,41;;
24/01/2020 13:00;;;;0,20;;0,19;;
24/01/2020 14:00;1,46;5,23;6,26;0,20;2,20;0,43;;
24/01/2020 15:00;1,52;4,64;5,27;0,17;;0,32;;
24/01/2020 16:00;1,27;5,81;6,46;0,17;14,16;0,26;;
24/01/2020 17:00;0,94;9,55;10,80;0,16;;0,27;;
24/01/2020 18:00;0,80;15,61;16,36;0,22;9,28;0,42;;
24/01/2020 19:00;0,89;10,23;10,68;0,26;;0,48;;
24/01/2020 20:00;0,86;10,42;10,81;0,23;12,45;0,38;;
24/01/2020 21:00;0,81;11,13;11,60;0,26;;0,47;;
24/01/2020 22:00;0,80;9,69;10,18;0,26;6,84;0,47;;
24/01/2020 23:00;1,03;8,79;9,26;0,26;;0,47;;
25/01/2020 00:00;0,95;5,39;5,74;0,20;14,65;0,43;;
25/01/2020 01:00;0,96;3,58;4,01;0,14;;0,24;;
25/01/2020 02:00;0,72;1,95;2,37;0,12;14,90;0,17;;
25/01/2020 03:00;0,98;1,69;2,06;0,11;;0,15;;
25/01/2020 04:00;0,86;1,64;1,99;0,10;17,34;0,13;;
25/01/2020 05:00;0,88;1,87;2,07;0,09;;0,12;;
25/01/2020 06:00;0,84;2,52;2,83;0,09;12,45;0,12;;
25/01/2020 07:00;0,78;7,63;7,99;0,11;;0,13;;
25/01/2020 08:00;0,84;20,49;21,92;0,14;15,38;0,14;;
25/01/2020 09:00;0,76;12,09;13,99;0,14;;0,23;;
25/01/2020 10:00;0,89;6,73;8,58;0,12;8,79;0,27;;
25/01/2020 11:00;1,08;3,06;3,91;0,13;;0,23;;
25/01/2020 12:00;0,85;2,56;3,28;0,11;13,68;0,23;;
25/01/2020 13:00;0,81;2,22;2,79;0,12;;0,18;;
25/01/2020 14:00;1,06;2,42;3,01;0,14;16,12;0,19;;
25/01/2020 15:00;1,00;2,22;2,87;0,14;;0,19;;
25/01/2020 16:00;0,98;1,91;2,47;0,09;17,58;0,23;;
25/01/2020 17:00;0,64;3,06;3,55;0,09;;0,23;;
25/01/2020 18:00;0,93;2,81;3,34;0,08;9,52;0,22;;
25/01/2020 19:00;0,85;3,40;3,81;0,09;;0,16;;
25/01/2020 20:00;0,66;4,03;4,43;0,13;19,78;0,25;;
25/01/2020 21:00;0,62;3,83;4,19;0,15;;0,29;;
25/01/2020 22:00;0,84;3,83;4,29;0,14;15,38;0,37;;
25/01/2020 23:00;0,38;2,94;3,39;0,09;;0,23;;
26/01/2020 00:00;0,84;1,62;2,08;0,08;27,35;0,14;;
26/01/2020 01:00;;2,67;3,05;0,11;;0,22;;
26/01/2020 02:00;0,52;;;0,13;23,69;0,19;;
26/01/2020 03:00;0,81;2,80;3,10;0,10;;0,20;;
26/01/2020 04:00;0,65;1,81;2,21;0,08;21,00;0,14;;
26/01/2020 05:00;0,83;1,67;1,91;0,07;;0,12;;
26/01/2020 06:00;0,73;1,53;2,02;0,07;16,61;0,12;;
26/01/2020 07:00;0,94;1,80;2,21;0,08;;0,25;;
26/01/2020 08:00;0,77;2,88;3,29;0,08;16,85;0,15;;
26/01/2020 09:00;0,78;4,37;5,09;0,10;;0,16;;
26/01/2020 10:00;0,73;3,50;4,07;0,09;18,07;0,24;;
26/01/2020 11:00;0,81;2,50;3,11;0,09;;0,20;;
26/01/2020 12:00;0,76;3,40;4,10;0,09;19,78;0,21;;
26/01/2020 13:00;0,85;1,72;2,07;0,07;;0,16;;
26/01/2020 14:00;0,70;2,54;3,10;0,06;11,72;0,15;;
26/01/2020 15:00;0,71;1,79;2,40;0,05;;0,14;;
26/01/2020 16:00;0,67;1,42;1,82;0,05;12,94;0,12;;
26/01/2020 17:00;0,72;2,84;3,33;0,08;;0,14;;
26/01/2020 18:00;0,94;4,03;4,39;0,09;12,21;0,18;;
26/01/2020 19:00;0,95;5,18;5,70;0,13;;0,25;;
26/01/2020 20:00;1,17;6,61;7,27;0,15;13,92;0,30;;
26/01/2020 21:00;0,97;22,13;22,71;0,19;;0,33;;
26/01/2020 22:00;0,96;33,36;34,65;0,34;10,26;0,56;;
26/01/2020 23:00;0,92;21,08;22,31;0,20;;0,56;;
27/01/2020 00:00;0,86;15,89;16,48;0,20;10,01;0,37;;
27/01/2020 01:00;0,77;10,58;11,11;0,21;;0,39;;
27/01/2020 02:00;0,89;8,56;9,05;0,21;19,54;0,38;;
27/01/2020 03:00;0,80;6,19;6,50;0,21;;0,35;;
27/01/2020 04:00;0,89;6,59;6,99;0,20;28,33;0,36;;
27/01/2020 05:00;0,78;12,97;13,41;0,22;;0,34;;
27/01/2020 06:00;0,93;14,86;15,56;0,22;20,76;0,35;;
27/01/2020 07:00;0,88;24,10;25,49;0,24;;0,34;;
27/01/2020 08:00;0,87;27,10;29,67;0,21;19,54;0,32;;
27/01/2020 09:00;0,83;20,19;24,75;0,19;;0,29;;
27/01/2020 10:00;1,01;15,91;20,82;0,18;16,36;0,28;;
27/01/2020 11:00;0,94;11,73;15,98;0,15;;0,30;;
27/01/2020 12:00;1,01;10,28;14,20;0,13;14,16;0,21;;
27/01/2020 13:00;0,95;9,26;12,55;0,14;;0,19;;
27/01/2020 14:00;1,04;9,31;12,89;0,14;15,87;0,17;;
27/01/2020 15:00;1,16;12,58;16,89;0,14;;0,19;;
27/01/2020 16:00;0,93;11,20;13,32;0,13;20,76;0,18;;
27/01/2020 17:00;0,92;13,57;14,76;0,14;;0,18;;
27/01/2020 18:00;0,88;25,40;26,21;0,18;17,58;0,20;;
27/01/2020 19:00;0,99;32,60;33,35;0,30;;0,38;;
27/01/2020 20:00;0,65;26,44;27,09;0,22;19,78;0,41;;
27/01/2020 21:00;0,90;28,54;29,39;0,29;;0,34;;
27/01/2020 22:00;0,80;21,25;22,02;0,38;22,22;0,71;;
27/01/2020 23:00;0,79;17,55;18,30;0,34;;0,63;;
28/01/2020 00:00;0,66;11,78;12,58;0,36;22,95;0,65;;
28/01/2020 01:00;;14,77;15,57;0,41;;0,70;;
28/01/2020 02:00;0,78;;;0,39;26,62;0,78;;
28/01/2020 03:00;0,76;11,63;12,32;0,41;;0,77;;
28/01/2020 04:00;0,85;10,10;10,66;0,32;26,62;0,60;;
28/01/2020 05:00;0,76;12,91;13,62;0,36;;0,45;;
28/01/2020 06:00;0,76;20,98;22,90;0,39;28,57;0,55;;
28/01/2020 07:00;0,81;27,36;29,14;0,33;;0,69;;
28/01/2020 08:00;0,81;27,16;33,57;0,37;26,13;0,59;;
28/01/2020 09:00;1,02;24,84;31,76;0,35;;0,62;;
28/01/2020 10:00;1,03;14,64;19,89;0,24;25,15;0,66;;
28/01/2020 11:00;0,83;5,39;7,18;0,11;;0,39;;
28/01/2020 12:00;0,92;3,11;4,47;0,06;30,28;0,15;;
28/01/2020 13:00;0,78;5,84;8,26;0,06;;0,12;;
28/01/2020 14:00;0,90;4,93;6,96;0,05;16,12;0,09;;
28/01/2020 15:00;0,88;3,20;4,01;0,05;;0,08;;
28/01/2020 16:00;0,99;3,68;4,52;0,05;10,74;0,09;;
28/01/2020 17:00;0,84;6,24;6,96;0,06;;0,09;;
28/01/2020 18:00;0,97;9,67;10,17;0,09;14,90;0,14;;
28/01/2020 19:00;0,98;13,39;14,00;0,13;;0,17;;
28/01/2020 20:00;0,99;7,36;7,92;0,12;20,02;0,38;;
28/01/2020 21:00;0,75;5,23;5,69;0,12;;0,20;;
28/01/2020 22:00;0,82;3,31;3,76;0,11;17,34;0,19;;
28/01/2020 23:00;0,93;3,02;3,49;0,08;;0,13;;
29/01/2020 00:00;0,90;2,78;3,19;0,08;18,56;0,12;;
29/01/2020 01:00;1,00;2,40;2,65;0,06;;0,10;;
29/01/2020 02:00;0,93;1,81;2,11;0,05;11,23;0,08;;
29/01/2020 03:00;1,00;2,33;2,75;0,05;;0,08;;
29/01/2020 04:00;1,12;3,05;3,27;0,06;15,38;0,08;;
29/01/2020 05:00;0,58;2,43;2,91;0,06;;0,09;;
29/01/2020 06:00;0,68;3,98;4,82;0,05;14,90;0,08;;
29/01/2020 07:00;0,94;6,62;7,50;0,07;;0,08;;
29/01/2020 08:00;0,87;13,76;15,30;0,10;11,23;0,08;;
29/01/2020 09:00;1,07;23,59;28,35;0,13;;0,13;;
29/01/2020 10:00;1,43;27,49;38,03;0,21;15,63;0,23;;
29/01/2020 11:00;2,48;14,63;20,54;0,16;;0,26;;
29/01/2020 12:00;2,08;6,66;9,04;0,10;14,16;0,15;;
29/01/2020 13:00;1,53;5,81;7,89;0,08;;0,11;;
29/01/2020 14:00;1,47;5,34;7,08;0,07;16,85;0,10;;
29/01/2020 15:00;1,33;4,82;5,89;0,06;;0,09;;
29/01/2020 16:00;1,24;16,79;18,88;0,06;19,05;0,08;;
29/01/2020 17:00;1,11;24,92;26,31;0,06;;0,12;;
29/01/2020 18:00;0,96;16,31;16,93;0,09;19,29;0,29;;
29/01/2020 19:00;0,94;10,11;10,34;0,08;;0,14;;
29/01/2020 20:00;0,88;18,19;18,93;0,09;23,69;0,11;;
29/01/2020 21:00;0,75;21,47;22,22;0,20;;0,27;;
29/01/2020 22:00;0,96;19,61;20,53;0,23;12,70;0,37;;
29/01/2020 23:00;1,06;19,78;20,56;0,22;;0,37;;
30/01/2020 00:00;1,05;12,26;12,81;0,19;9,04;0,31;;
30/01/2020 01:00;;12,62;13,02;0,19;;0,28;;
30/01/2020 02:00;0,90;;;0,20;20,27;0,24;;
30/01/2020 03:00;0,86;11,73;12,45;0,24;;0,33;;
30/01/2020 04:00;0,99;15,77;16,47;0,23;20,51;0,32;;
30/01/2020 05:00;0,74;17,12;18,08;0,22;;0,25;;
30/01/2020 06:00;0,32;22,35;27,90;0,21;18,32;0,25;;
30/01/2020 07:00;1,60;48,71;102,39;0,30;;0,49;;
30/01/2020 08:00;3,64;53,97;148,45;0,35;18,56;0,53;;
30/01/2020 09:00;1,83;50,48;85,74;0,23;;0,35;;
30/01/2020 10:00;1,35;28,22;42,91;0,17;21,00;0,28;;
30/01/2020 11:00;1,08;8,85;11,90;0,10;;0,17;;
30/01/2020 12:00;1,03;14,52;19,82;0,14;27,35;0,17;;
30/01/2020 13:00;0,98;15,76;22,19;0,17;;0,27;;
30/01/2020 14:00;1,19;8,86;12,56;0,08;15,87;0,28;;
30/01/2020 15:00;1,06;5,33;6,99;0,06;;0,11;;
30/01/2020 16:00;0,78;7,61;9,24;0,07;23,69;0,10;;
30/01/2020 17:00;0,83;13,61;14,99;0,09;;0,09;;
30/01/2020 18:00;0,84;34,84;35,64;0,16;18,56;0,13;;
30/01/2020 19:00;1,03;51,85;56,44;0,33;;0,27;;
30/01/2020 20:00;0,93;55,11;58,33;0,44;26,86;0,72;;
30/01/2020 21:00;0,69;45,52;49,99;0,52;;1,46;;
30/01/2020 22:00;1,37;67,54;81,96;0,69;25,89;1,61;;
30/01/2020 23:00;0,99;21,79;22,82;0,40;;0,66;;
31/01/2020 00:00;0,63;17,07;17,94;0,46;35,65;0,95;;
31/01/2020 01:00;0,65;13,89;14,76;0,37;;0,77;;
31/01/2020 02:00;0,77;14,28;15,02;0,33;27,59;0,53;;
31/01/2020 03:00;0,68;13,66;14,74;0,32;;0,52;;
31/01/2020 04:00;0,67;9,98;10,23;0,28;30,04;0,44;;
31/01/2020 05:00;0,75;10,64;11,36;0,41;;0,48;;
31/01/2020 06:00;0,93;16,41;17,59;0,45;18,07;0,87;;
31/01/2020 07:00;0,89;25,52;30,07;0,42;;0,71;;
31/01/2020 08:00;1,74;37,65;72,20;0,45;26,37;0,74;;
31/01/2020 09:00;1,35;26,68;47,87;0,37;;0,97;;
31/01/2020 10:00;0,78;16,16;23,92;0,26;26,37;0,80;;
31/01/2020 11:00;1,06;7,32;9,84;0,17;;0,45;;
31/01/2020 12:00;1,17;3,81;5,01;0,10;18,80;0,18;;
31/01/2020 13:00;1,08;2,89;4,39;0,08;;0,15;;
31/01/2020 14:00;1,40;1,93;2,44;0,07;11,23;0,10;;
31/01/2020 15:00;1,13;4,36;6,05;0,07;;0,09;;
31/01/2020 16:00;1,07;2,74;3,32;0,05;13,43;0,10;;
31/01/2020 17:00;1,07;7,86;8,44;0,04;;0,07;;
31/01/2020 18:00;0,95;14,41;15,10;0,05;14,16;0,07;;
31/01/2020 19:00;1,01;10,69;11,23;0,07;;0,08;;
31/01/2020 20:00;0,75;26,13;27,38;0,13;20,02;0,14;;
31/01/2020 21:00;1,11;45,60;51,08;0,27;;0,26;;
31/01/2020 22:00;1,10;28,49;30,75;0,43;15,38;0,90;;
31/01/2020 23:00;1,02;19,61;21,13;0,43;;1,07;;
02/01/20 00:00;0,90;20,27;21,75;0,61;23,93;1,34;;
02/01/20 01:00;;19,51;21,21;0,66;;2,04;;
02/01/20 02:00;0,78;;;0,59;36,63;1,52;;
02/01/20 03:00;0,73;19,39;20,70;0,64;;1,60;;
02/01/20 04:00;1,03;18,60;19,72;0,53;40,78;1,34;;
02/01/20 05:00;0,86;21,36;22,43;0,53;;0,87;;
02/01/20 06:00;1,28;32,75;41,30;0,61;38,34;0,86;;
02/01/20 07:00;1,43;33,94;51,16;0,64;;1,06;;
02/01/20 08:00;2,11;41,11;75,22;0,68;34,43;0,79;;
02/01/20 09:00;5,57;49,54;147,74;0,77;;1,10;;
02/01/20 10:00;2,84;44,97;87,96;0,42;35,16;1,14;;
02/01/20 11:00;2,06;26,86;38,90;0,23;;0,44;;
02/01/20 12:00;1,92;26,19;36,87;0,17;23,44;0,28;;
02/01/20 13:00;1,81;19,37;25,45;0,16;;0,34;;
02/01/20 14:00;1,92;9,41;11,28;0,18;21,00;0,71;;
02/01/20 15:00;2,20;6,28;7,45;0,18;;0,25;;
02/01/20 16:00;1,76;5,62;6,56;0,16;15,87;0,18;;
02/01/20 17:00;1,55;7,11;7,75;0,18;;0,17;;
02/01/20 18:00;1,29;7,61;8,08;0,20;16,61;0,25;;
02/01/20 19:00;1,12;25,33;26,22;0,25;;0,35;;
02/01/20 20:00;1,09;19,39;20,46;0,38;19,78;0,75;;
02/01/20 21:00;0,85;10,58;11,39;0,22;;0,61;;
02/01/20 22:00;0,94;10,78;11,62;0,30;17,34;0,51;;
02/01/20 23:00;0,91;10,54;11,37;0,36;;0,75;;
02/02/20 00:00;1,11;10,00;10,85;0,36;17,83;0,83;;
02/02/20 01:00;1,20;8,31;8,96;0,30;;0,66;;
02/02/20 02:00;1,00;5,17;5,77;0,17;29,30;0,38;;
02/02/20 03:00;0,71;4,93;5,44;0,20;;0,28;;
02/02/20 04:00;0,98;2,96;3,55;0,10;21,98;0,21;;
02/02/20 05:00;0,90;4,22;4,85;0,15;;0,16;;
02/02/20 06:00;0,91;6,95;7,61;0,22;14,90;0,28;;
02/02/20 07:00;0,93;9,09;9,55;0,23;;0,31;;
02/02/20 08:00;0,79;14,31;15,37;0,20;13,68;0,30;;
02/02/20 09:00;0,99;19,78;25,87;0,23;;0,31;;
02/02/20 10:00;1,25;17,60;25,89;0,20;12,70;0,34;;
02/02/20 11:00;1,36;8,67;11,83;0,08;;0,16;;
02/02/20 12:00;1,27;6,73;9,18;0,08;13,19;0,13;;
02/02/20 13:00;0,96;3,57;4,52;0,07;;0,12;;
02/02/20 14:00;1,03;5,22;7,06;0,06;7,57;0,10;;
02/02/20 15:00;1,10;3,69;4,53;0,07;;0,11;;
02/02/20 16:00;1,06;7,23;8,30;0,08;8,55;0,10;;
02/02/20 17:00;0,97;6,69;7,07;0,08;;0,11;;
02/02/20 18:00;0,96;11,37;11,97;0,09;6,59;0,13;;
02/02/20 19:00;0,95;22,85;25,44;0,13;;0,13;;
02/02/20 20:00;0,95;41,92;46,83;0,27;9,52;0,31;;
02/02/20 21:00;1,11;42,61;54,98;0,29;;0,51;;
02/02/20 22:00;0,89;40,18;48,21;0,26;6,11;0,39;;
02/02/20 23:00;0,87;16,81;17,74;0,17;;0,24;;
02/03/20 00:00;0,69;12,78;13,39;0,16;16,85;0,24;;
02/03/20 01:00;;14,93;15,72;0,21;;0,26;;
02/03/20 02:00;0,63;;;0,14;17,83;0,26;;
02/03/20 03:00;0,69;7,17;7,66;0,20;;0,23;;
02/03/20 04:00;0,69;9,31;10,49;0,20;10,26;0,28;;
02/03/20 05:00;0,76;10,92;11,47;0,18;;0,26;;
02/03/20 06:00;0,83;20,15;21,12;0,14;7,57;0,24;;
02/03/20 07:00;0,93;24,59;28,42;0,15;;0,28;;
02/03/20 08:00;1,59;39,65;66,04;0,24;10,99;0,31;;
02/03/20 09:00;1,61;35,27;62,15;0,25;;0,48;;
