NetC;Station;CO;PM10;PM2.5;NO;NOX;NO2;NO3;O3;BENZENE;SO2
03/02/20 02:00;Torchiarolo - Fanin     ;;35.16;14.13;;4.04;2.20;;;;1.51
03/02/20 03:00;Torchiarolo - Fanin     ;;;13.36;;;;;;;1.63
03/02/20 04:00;Torchiarolo - Fanin     ;;34.19;11.48;;4.20;2.25;;;;0.96
03/02/20 05:00;Torchiarolo - Fanin     ;;;11.39;;4.99;3.09;;;;1.84
03/02/20 06:00;Torchiarolo - Fanin     ;;30.53;19.45;;6.95;4.94;;;;1.65
03/02/20 07:00;Torchiarolo - Fanin     ;;;16.36;;8.18;6.11;;;;1.31
03/02/20 08:00;Torchiarolo - Fanin     ;;30.53;13.62;;10.22;7.56;;;;1.76
03/02/20 09:00;Torchiarolo - Fanin     ;;;13.39;;10.09;6.90;;;;1.19
03/02/20 10:00;Torchiarolo - Fanin     ;;21.98;15.09;;8.01;5.12;;;;1.39
03/02/20 11:00;Torchiarolo - Fanin     ;;;9.56;;7.00;4.47;;;;1.83
03/02/20 12:00;Torchiarolo - Fanin     ;;21.98;15.89;;6.71;4.16;;;;1.35
03/02/20 13:00;Torchiarolo - Fanin     ;;;11.14;;5.81;3.53;;;;1.32
03/02/20 14:00;Torchiarolo - Fanin     ;;11.97;7.88;;5.56;3.47;;;;0.49
03/02/20 15:00;Torchiarolo - Fanin     ;;;7.24;;8.30;5.71;;;;1.27
03/02/20 16:00;Torchiarolo - Fanin     ;;11.97;18.39;;8.15;5.83;;;;1.10
03/02/20 17:00;Torchiarolo - Fanin     ;;;18.57;;8.12;5.79;;;;1.49
03/02/20 18:00;Torchiarolo - Fanin     ;;17.83;18.95;;11.69;9.16;;;;1.92
03/02/20 19:00;Torchiarolo - Fanin     ;;;20.92;;10.28;7.72;;;;0.77
03/02/20 20:00;Torchiarolo - Fanin     ;;17.83;21.20;;9.53;6.99;;;;1.58
03/02/20 21:00;Torchiarolo - Fanin     ;;;20.83;;7.92;5.87;;;;2.21
03/02/20 22:00;Torchiarolo - Fanin     ;;30.04;20.90;;7.60;5.75;;;;2.19
03/02/20 23:00;Torchiarolo - Fanin     ;;;19.34;;6.14;4.23;;;;2.49
03/03/20 00:00;Torchiarolo - Fanin     ;;30.04;16.58;;4.43;2.63;;;;2.57
03/03/20 01:00;Torchiarolo - Fanin     ;;;15.20;;3.79;1.97;;;;2.33
03/03/20 02:00;Torchiarolo - Fanin     ;;29.06;13.21;;3.33;1.74;;;;1.87
03/03/20 03:00;Torchiarolo - Fanin     ;;;12.44;;3.09;1.59;;;;2.14
03/03/20 04:00;Torchiarolo - Fanin     ;;29.06;13.15;;3.51;1.89;;;;2.31
03/03/20 05:00;Torchiarolo - Fanin     ;;;16.24;;3.85;2.24;;;;1.27
03/03/20 06:00;Torchiarolo - Fanin     ;;26.86;14.86;;4.28;2.67;;;;1.84
03/03/20 07:00;Torchiarolo - Fanin     ;;;14.54;;6.30;4.48;;;;1.45
03/03/20 08:00;Torchiarolo - Fanin     ;;24.18;14.11;;12.03;9.38;;;;2.47
03/03/20 09:00;Torchiarolo - Fanin     ;;;15.64;;13.06;10.46;;;;1.80
03/03/20 10:00;Torchiarolo - Fanin     ;;27.59;16.24;;12.69;9.49;;;;1.18
03/03/20 11:00;Torchiarolo - Fanin     ;;;17.20;;11.31;8.26;;;;1.06
03/03/20 12:00;Torchiarolo - Fanin     ;;34.92;19.43;;8.15;5.54;;;;2.14
03/03/20 13:00;Torchiarolo - Fanin     ;;;11.34;;6.43;4.16;;;;2.41
03/03/20 14:00;Torchiarolo - Fanin     ;;20.27;6.63;;7.20;4.72;;;;2.25
03/03/20 15:00;Torchiarolo - Fanin     ;;;5.74;;6.45;4.58;;;;2.85
03/03/20 16:00;Torchiarolo - Fanin     ;;15.38;4.96;;10.30;8.06;;;;2.21
03/03/20 17:00;Torchiarolo - Fanin     ;;;5.79;;9.56;7.38;;;;1.92
03/03/20 18:00;Torchiarolo - Fanin     ;;14.16;5.42;;9.06;7.15;;;;2.58
03/03/20 19:00;Torchiarolo - Fanin     ;;;4.86;;10.95;8.95;;;;2.40
03/03/20 20:00;Torchiarolo - Fanin     ;;9.77;4.68;;10.28;8.39;;;;2.23
03/03/20 21:00;Torchiarolo - Fanin     ;;;14.47;;19.20;15.84;;;;2.20
03/03/20 22:00;Torchiarolo - Fanin     ;;11.48;17.91;;12.28;9.65;;;;1.95
03/03/20 23:00;Torchiarolo - Fanin     ;;;14.26;;7.22;5.09;;;;2.04
03/04/20 00:00;Torchiarolo - Fanin     ;;16.61;11.67;;7.34;4.72;;;;2.37
03/04/20 01:00;Torchiarolo - Fanin     ;;;11.02;;8.60;6.56;;;;
03/04/20 02:00;Torchiarolo - Fanin     ;;14.41;11.41;;14.98;12.19;;;;2.54
03/04/20 03:00;Torchiarolo - Fanin     ;;;9.63;;;;;;;2.94
03/04/20 04:00;Torchiarolo - Fanin     ;;15.63;9.75;;6.02;4.06;;;;2.64
03/04/20 05:00;Torchiarolo - Fanin     ;;;11.39;;5.81;4.04;;;;1.86
03/04/20 06:00;Torchiarolo - Fanin     ;;14.90;8.28;;27.88;23.65;;;;2.45
03/04/20 07:00;Torchiarolo - Fanin     ;;;2.57;;53.96;30.18;;;;1.49
03/04/20 08:00;Torchiarolo - Fanin     ;;11.72;0.61;;90.14;36.53;;;;2.03
03/04/20 09:00;Torchiarolo - Fanin     ;;;1.20;;29.08;20.07;;;;2.49
03/04/20 10:00;Torchiarolo - Fanin     ;;14.90;2.71;;9.43;6.45;;;;2.06
03/04/20 11:00;Torchiarolo - Fanin     ;;;4.15;;5.66;3.57;;;;2.07
03/04/20 12:00;Torchiarolo - Fanin     ;;9.52;3.60;;5.39;3.63;;;;2.15
03/04/20 13:00;Torchiarolo - Fanin     ;;;6.81;;5.09;2.83;;;;1.80
03/04/20 14:00;Torchiarolo - Fanin     ;;11.72;6.90;;5.85;3.71;;;;2.11
03/04/20 15:00;Torchiarolo - Fanin     ;;;6.60;;4.55;2.91;;;;2.26
03/04/20 16:00;Torchiarolo - Fanin     ;;10.26;7.43;;5.77;3.78;;;;2.30
03/04/20 17:00;Torchiarolo - Fanin     ;;;6.66;;6.64;4.97;;;;2.29
03/04/20 18:00;Torchiarolo - Fanin     ;;9.77;6.51;;8.03;5.91;;;;1.30
03/04/20 19:00;Torchiarolo - Fanin     ;;;6.14;;25.57;21.92;;;;0.69
03/04/20 20:00;Torchiarolo - Fanin     ;;15.63;9.96;;103.63;62.17;;;;1.83
03/04/20 21:00;Torchiarolo - Fanin     ;;;16.56;;22.76;14.59;;;;2.11
03/04/20 22:00;Torchiarolo - Fanin     ;;28.33;6.74;;12.51;10.60;;;;2.27
03/04/20 23:00;Torchiarolo - Fanin     ;;;1.58;;7.07;4.95;;;;1.81
03/05/20 00:00;Torchiarolo - Fanin     ;;17.58;2.84;;8.67;6.77;;;;1.96
03/05/20 01:00;Torchiarolo - Fanin     ;;;4.05;;5.49;3.75;;;;1.84
03/05/20 02:00;Torchiarolo - Fanin     ;;12.70;5.38;;5.51;3.69;;;;2.17
03/05/20 03:00;Torchiarolo - Fanin     ;;;3.84;;4.65;3.10;;;;1.23
03/05/20 04:00;Torchiarolo - Fanin     ;;10.26;3.74;;4.67;3.26;;;;2.04
03/05/20 05:00;Torchiarolo - Fanin     ;;;5.86;;5.19;3.94;;;;2.24
03/05/20 06:00;Torchiarolo - Fanin     ;;11.72;6.16;;5.69;4.10;;;;1.15
03/05/20 07:00;Torchiarolo - Fanin     ;;;3.05;;13.26;11.15;;;;1.59
03/05/20 08:00;Torchiarolo - Fanin     ;;7.33;2.71;;16.85;13.48;;;;1.19
03/05/20 09:00;Torchiarolo - Fanin     ;;;3.37;;9.50;6.86;;;;1.59
03/05/20 10:00;Torchiarolo - Fanin     ;;10.26;4.75;;9.23;6.64;;;;1.41
03/05/20 11:00;Torchiarolo - Fanin     ;;;6.10;;4.29;2.19;;;;1.56
03/05/20 12:00;Torchiarolo - Fanin     ;;6.59;3.86;;7.47;5.29;;;;1.67
03/05/20 13:00;Torchiarolo - Fanin     ;;;1.82;;8.46;5.72;;;;1.41
03/05/20 14:00;Torchiarolo - Fanin     ;;4.40;2.14;;5.57;3.63;;;;2.15
03/05/20 15:00;Torchiarolo - Fanin     ;;;3.47;;5.26;3.27;;;;2.83
03/05/20 16:00;Torchiarolo - Fanin     ;;6.35;5.55;;5.90;3.63;;;;1.91
03/05/20 17:00;Torchiarolo - Fanin     ;;;6.42;;5.16;3.01;;;;2.36
03/05/20 18:00;Torchiarolo - Fanin     ;;6.59;6.37;;5.18;3.41;;;;1.08
03/05/20 19:00;Torchiarolo - Fanin     ;;;5.61;;8.62;6.45;;;;1.26
03/05/20 20:00;Torchiarolo - Fanin     ;;7.57;6.58;;68.81;41.78;;;;1.98
03/05/20 21:00;Torchiarolo - Fanin     ;;;13.46;;65.97;41.02;;;;1.78
03/05/20 22:00;Torchiarolo - Fanin     ;;11.23;16.44;;63.84;35.21;;;;2.40
03/05/20 23:00;Torchiarolo - Fanin     ;;;34.36;;61.19;33.85;;;;2.65
03/06/20 00:00;Torchiarolo - Fanin     ;;16.12;55.61;;42.09;31.78;;;;2.56
03/06/20 01:00;Torchiarolo - Fanin     ;;;49.28;;23.14;19.54;;;;
03/06/20 02:00;Torchiarolo - Fanin     ;;34.68;28.18;;10.17;7.99;;;;2.50
03/06/20 03:00;Torchiarolo - Fanin     ;;;13.46;;;;;;;1.89
03/06/20 04:00;Torchiarolo - Fanin     ;;30.53;9.40;;7.15;5.37;;;;1.79
03/06/20 05:00;Torchiarolo - Fanin     ;;;10.56;;7.79;5.72;;;;1.74
03/06/20 06:00;Torchiarolo - Fanin     ;;21.25;8.83;;6.64;4.92;;;;1.93
03/06/20 07:00;Torchiarolo - Fanin     ;;;7.94;;10.69;8.34;;;;2.05
03/06/20 08:00;Torchiarolo - Fanin     ;;16.36;8.85;;13.15;11.00;;;;2.47
03/06/20 09:00;Torchiarolo - Fanin     ;;;11.15;;12.21;9.66;;;;2.40
03/06/20 10:00;Torchiarolo - Fanin     ;;14.65;10.86;;9.12;7.18;;;;2.07
03/06/20 11:00;Torchiarolo - Fanin     ;;;8.13;;9.16;7.29;;;;2.28
03/06/20 12:00;Torchiarolo - Fanin     ;;12.94;8.62;;10.63;8.45;;;;1.90
03/06/20 13:00;Torchiarolo - Fanin     ;;;13.23;;9.80;7.36;;;;2.35
03/06/20 14:00;Torchiarolo - Fanin     ;;18.32;11.76;;7.97;5.39;;;;2.26
03/06/20 15:00;Torchiarolo - Fanin     ;;;10.78;;6.38;4.39;;;;1.86
03/06/20 16:00;Torchiarolo - Fanin     ;;16.36;11.72;;6.70;4.40;;;;2.44
03/06/20 17:00;Torchiarolo - Fanin     ;;;10.75;;7.72;5.63;;;;2.06
03/06/20 18:00;Torchiarolo - Fanin     ;;19.05;13.25;;9.18;6.81;;;;2.58
03/06/20 19:00;Torchiarolo - Fanin     ;;;16.84;;9.37;7.44;;;;2.28
03/06/20 20:00;Torchiarolo - Fanin     ;;27.35;23.12;;11.34;8.73;;;;1.54
03/06/20 21:00;Torchiarolo - Fanin     ;;;20.75;;10.68;8.52;;;;2.52
03/06/20 22:00;Torchiarolo - Fanin     ;;35.90;16.06;;12.64;10.09;;;;2.03
03/06/20 23:00;Torchiarolo - Fanin     ;;;18.37;;20.79;17.14;;;;2.80
03/07/20 00:00;Torchiarolo - Fanin     ;;29.79;27.88;;12.63;10.43;;;;2.68
03/07/20 01:00;Torchiarolo - Fanin     ;;;17.93;;8.06;5.94;;;;2.94
03/07/20 02:00;Torchiarolo - Fanin     ;;32.48;10.30;;12.75;10.34;;;;1.93
03/07/20 03:00;Torchiarolo - Fanin     ;;;11.63;;30.06;25.08;;;;1.79
03/07/20 04:00;Torchiarolo - Fanin     ;;27.84;10.30;;58.19;28.24;;;;1.79
03/07/20 05:00;Torchiarolo - Fanin     ;;;7.80;;102.78;20.99;;;;2.68
03/07/20 06:00;Torchiarolo - Fanin     ;;20.51;6.63;;115.38;18.77;;;;2.66
03/07/20 07:00;Torchiarolo - Fanin     ;;;8.38;;63.37;22.88;;;;2.70
03/07/20 08:00;Torchiarolo - Fanin     ;;17.83;10.87;;90.08;28.01;;;;2.94
03/07/20 09:00;Torchiarolo - Fanin     ;;;12.02;;27.73;16.57;;;;2.92
03/07/20 10:00;Torchiarolo - Fanin     ;;21.49;16.74;;20.30;15.56;;;;1.80
03/07/20 11:00;Torchiarolo - Fanin     ;;;27.54;;23.01;17.52;;;;1.83
03/07/20 12:00;Torchiarolo - Fanin     ;;29.06;25.82;;16.28;12.68;;;;2.48
03/07/20 13:00;Torchiarolo - Fanin     ;;;22.56;;12.80;9.64;;;;2.11
03/07/20 14:00;Torchiarolo - Fanin     ;;29.79;16.17;;6.89;4.44;;;;2.56
03/07/20 15:00;Torchiarolo - Fanin     ;;;11.17;;4.58;2.94;;;;2.55
03/07/20 16:00;Torchiarolo - Fanin     ;;21.25;10.40;;4.52;3.00;;;;2.17
03/07/20 17:00;Torchiarolo - Fanin     ;;;8.83;;3.99;2.40;;;;1.57
03/07/20 18:00;Torchiarolo - Fanin     ;;20.51;7.76;;6.73;4.28;;;;1.80
03/07/20 19:00;Torchiarolo - Fanin     ;;;9.03;;7.27;5.48;;;;2.20
03/07/20 20:00;Torchiarolo - Fanin     ;;13.19;11.44;;7.95;5.53;;;;1.72
03/07/20 21:00;Torchiarolo - Fanin     ;;;10.11;;9.43;7.38;;;;1.87
03/07/20 22:00;Torchiarolo - Fanin     ;;13.92;9.07;;10.23;8.01;;;;2.12
03/07/20 23:00;Torchiarolo - Fanin     ;;;8.59;;5.10;3.33;;;;1.57
03/08/20 00:00;Torchiarolo - Fanin     ;;10.99;6.08;;4.67;2.80;;;;2.01
03/08/20 01:00;Torchiarolo - Fanin     ;;;3.70;;4.60;2.89;;;;
03/08/20 02:00;Torchiarolo - Fanin     ;;6.84;3.85;;4.64;3.03;;;;1.32
03/08/20 03:00;Torchiarolo - Fanin     ;;;3.89;;;;;;;1.98
03/08/20 04:00;Torchiarolo - Fanin     ;;8.30;4.26;;6.00;4.07;;;;1.36
03/08/20 05:00;Torchiarolo - Fanin     ;;;5.75;;5.53;3.71;;;;1.34
03/08/20 06:00;Torchiarolo - Fanin     ;;5.37;6.79;;6.10;4.42;;;;1.68
03/08/20 07:00;Torchiarolo - Fanin     ;;;5.64;;5.94;3.97;;;;1.70
03/08/20 08:00;Torchiarolo - Fanin     ;;4.15;2.33;;4.61;3.44;;;;1.35
03/08/20 09:00;Torchiarolo - Fanin     ;;;0.92;;5.74;3.68;;;;1.93
03/08/20 10:00;Torchiarolo - Fanin     ;;3.17;5.44;;4.83;2.94;;;;2.28
03/08/20 11:00;Torchiarolo - Fanin     ;;;6.77;;4.87;3.24;;;;1.34
03/08/20 12:00;Torchiarolo - Fanin     ;;8.55;6.71;;4.83;2.98;;;;1.54
03/08/20 13:00;Torchiarolo - Fanin     ;;;6.45;;4.22;2.83;;;;0.76
03/08/20 14:00;Torchiarolo - Fanin     ;;4.88;6.51;;4.87;2.89;;;;1.33
03/08/20 15:00;Torchiarolo - Fanin     ;;;4.83;;4.21;2.21;;;;1.68
03/08/20 16:00;Torchiarolo - Fanin     ;;3.66;2.93;;4.20;2.22;;;;2.19
03/08/20 17:00;Torchiarolo - Fanin     ;;;2.46;;4.69;2.93;;;;2.37
03/08/20 18:00;Torchiarolo - Fanin     ;;4.40;3.32;;5.68;3.48;;;;1.59
03/08/20 19:00;Torchiarolo - Fanin     ;;;4.89;;5.96;4.48;;;;0.84
03/08/20 20:00;Torchiarolo - Fanin     ;;3.66;6.10;;7.94;6.33;;;;1.09
03/08/20 21:00;Torchiarolo - Fanin     ;;;4.65;;9.24;7.78;;;;1.30
03/08/20 22:00;Torchiarolo - Fanin     ;;8.55;1.70;;13.24;11.46;;;;1.13
03/08/20 23:00;Torchiarolo - Fanin     ;;;11.63;;10.99;8.83;;;;1.55
03/09/20 00:00;Torchiarolo - Fanin     ;;8.30;16.17;;9.43;7.75;;;;1.24
03/09/20 01:00;Torchiarolo - Fanin     ;;;10.29;;8.44;6.78;;;;1.70
03/09/20 02:00;Torchiarolo - Fanin     ;;16.12;9.16;;6.51;4.81;;;;1.51
03/09/20 03:00;Torchiarolo - Fanin     ;;;8.13;;4.26;2.44;;;;1.21
03/09/20 04:00;Torchiarolo - Fanin     ;;10.74;5.66;;4.39;2.72;;;;1.87
03/09/20 05:00;Torchiarolo - Fanin     ;;;4.50;;6.51;5.01;;;;1.32
03/09/20 06:00;Torchiarolo - Fanin     ;;10.50;4.09;;8.08;6.15;;;;1.36
03/09/20 07:00;Torchiarolo - Fanin     ;;;4.37;;12.01;10.22;;;;2.15
03/09/20 08:00;Torchiarolo - Fanin     ;;8.30;4.59;;14.77;11.59;;;;1.91
03/09/20 09:00;Torchiarolo - Fanin     ;;;5.77;;9.48;6.98;;;;0.48
03/09/20 10:00;Torchiarolo - Fanin     ;;8.30;7.21;;7.12;4.37;;;;0.92
03/09/20 11:00;Torchiarolo - Fanin     ;;;8.44;;6.18;3.87;;;;1.07
03/09/20 12:00;Torchiarolo - Fanin     ;;4.88;6.51;;6.16;3.99;;;;2.23
03/09/20 13:00;Torchiarolo - Fanin     ;;;3.23;;6.14;4.10;;;;2.10
03/09/20 14:00;Torchiarolo - Fanin     ;;7.57;4.90;;5.06;2.93;;;;0.99
03/09/20 15:00;Torchiarolo - Fanin     ;;;5.05;;5.28;3.34;;;;1.40
03/09/20 16:00;Torchiarolo - Fanin     ;;9.28;4.48;;5.56;3.54;;;;1.64
03/09/20 17:00;Torchiarolo - Fanin     ;;;4.01;;5.98;3.94;;;;1.54
03/09/20 18:00;Torchiarolo - Fanin     ;;5.86;5.25;;7.13;4.91;;;;1.00
03/09/20 19:00;Torchiarolo - Fanin     ;;;6.91;;12.52;10.35;;;;1.10
03/09/20 20:00;Torchiarolo - Fanin     ;;6.11;6.56;;32.96;27.58;;;;1.50
03/09/20 21:00;Torchiarolo - Fanin     ;;;10.06;;15.82;13.55;;;;1.95
03/09/20 22:00;Torchiarolo - Fanin     ;;14.90;13.62;;18.04;15.68;;;;2.21
03/09/20 23:00;Torchiarolo - Fanin     ;;;18.71;;28.86;25.99;;;;2.27
03/10/20 00:00;Torchiarolo - Fanin     ;;17.34;28.18;;15.27;13.00;;;;1.89
03/10/20 01:00;Torchiarolo - Fanin     ;;;21.00;;8.13;5.90;;;;
03/10/20 02:00;Torchiarolo - Fanin     ;;27.59;16.18;;7.13;5.26;;;;2.13
03/10/20 03:00;Torchiarolo - Fanin     ;;;18.02;;;;;;;1.61
03/10/20 04:00;Torchiarolo - Fanin     ;;15.63;16.29;;8.58;6.64;;;;0.53
03/10/20 05:00;Torchiarolo - Fanin     ;;;11.64;;9.64;7.78;;;;1.41
03/10/20 06:00;Torchiarolo - Fanin     ;;15.63;12.10;;10.85;9.03;;;;2.25
03/10/20 07:00;Torchiarolo - Fanin     ;;;10.12;;12.39;10.54;;;;1.61
03/10/20 08:00;Torchiarolo - Fanin     ;;16.85;6.96;;18.04;14.91;;;;1.36
03/10/20 09:00;Torchiarolo - Fanin     ;;;10.50;;11.71;9.06;;;;1.34
03/10/20 10:00;Torchiarolo - Fanin     ;;15.38;10.29;;10.20;7.36;;;;1.72
03/10/20 11:00;Torchiarolo - Fanin     ;;;7.50;;8.47;5.91;;;;1.08
03/10/20 12:00;Torchiarolo - Fanin     ;;13.43;7.18;;8.06;5.78;;;;1.79
03/10/20 13:00;Torchiarolo - Fanin     ;;;6.58;;6.95;4.81;;;;0.96
03/10/20 14:00;Torchiarolo - Fanin     ;;7.57;6.51;;6.03;3.77;;;;2.17
03/10/20 15:00;Torchiarolo - Fanin     ;;;7.13;;5.33;3.39;;;;2.59
03/10/20 16:00;Torchiarolo - Fanin     ;;14.16;6.36;;5.40;3.50;;;;3.36
03/10/20 17:00;Torchiarolo - Fanin     ;;;8.98;;4.89;3.36;;;;3.49
03/10/20 18:00;Torchiarolo - Fanin     ;;9.52;9.54;;9.67;6.96;;;;2.82
03/10/20 19:00;Torchiarolo - Fanin     ;;;10.25;;7.41;5.63;;;;3.06
03/10/20 20:00;Torchiarolo - Fanin     ;;4.88;9.63;;7.38;5.75;;;;2.28
03/10/20 21:00;Torchiarolo - Fanin     ;;;13.69;;17.80;15.71;;;;2.23
03/10/20 22:00;Torchiarolo - Fanin     ;;20.27;15.29;;8.58;6.89;;;;2.04
03/10/20 23:00;Torchiarolo - Fanin     ;;;12.72;;6.65;4.69;;;;1.83
03/11/20 00:00;Torchiarolo - Fanin     ;;21.98;12.03;;8.32;6.43;;;;1.06
03/11/20 01:00;Torchiarolo - Fanin     ;;;11.45;;6.88;5.03;;;;1.19
03/11/20 02:00;Torchiarolo - Fanin     ;;16.61;9.44;;6.03;4.19;;;;1.11
03/11/20 03:00;Torchiarolo - Fanin     ;;;11.52;;6.11;4.01;;;;1.09
03/11/20 04:00;Torchiarolo - Fanin     ;;21.49;14.32;;5.83;4.15;;;;0.95
03/11/20 05:00;Torchiarolo - Fanin     ;;;12.63;;6.70;5.28;;;;1.33
03/11/20 06:00;Torchiarolo - Fanin     ;;15.38;9.22;;7.33;5.68;;;;1.59
03/11/20 07:00;Torchiarolo - Fanin     ;;;7.56;;10.59;8.61;;;;1.22
03/11/20 08:00;Torchiarolo - Fanin     ;;12.45;8.13;;13.54;10.78;;;;1.19
03/11/20 09:00;Torchiarolo - Fanin     ;;;10.73;;11.51;8.82;;;;1.04
03/11/20 10:00;Torchiarolo - Fanin     ;;7.33;11.21;;10.74;7.76;;;;1.03
03/11/20 11:00;Torchiarolo - Fanin     ;;;9.57;;7.26;4.98;;;;1.08
03/11/20 12:00;Torchiarolo - Fanin     ;;14.65;8.87;;5.57;3.78;;;;0.93
03/11/20 13:00;Torchiarolo - Fanin     ;;;9.46;;6.24;4.23;;;;0.92
03/11/20 14:00;Torchiarolo - Fanin     ;;14.16;8.42;;7.07;4.75;;;;0.98
03/11/20 15:00;Torchiarolo - Fanin     ;;;6.08;;6.48;4.68;;;;1.14
03/11/20 16:00;Torchiarolo - Fanin     ;;9.04;7.17;;6.23;4.35;;;;1.06
03/11/20 17:00;Torchiarolo - Fanin     ;;;7.28;;6.86;4.94;;;;0.51
03/11/20 18:00;Torchiarolo - Fanin     ;;9.77;7.32;;7.09;5.00;;;;0.30
03/11/20 19:00;Torchiarolo - Fanin     ;;;10.59;;13.23;10.42;;;;0.85
03/11/20 20:00;Torchiarolo - Fanin     ;;17.58;10.87;;13.92;11.37;;;;0.64
03/11/20 21:00;Torchiarolo - Fanin     ;;;11.28;;14.38;12.19;;;;0.95
03/11/20 22:00;Torchiarolo - Fanin     ;;18.32;11.23;;15.40;13.04;;;;0.40
03/11/20 23:00;Torchiarolo - Fanin     ;;;17.43;;9.59;7.18;;;;0.71
03/12/20 00:00;Torchiarolo - Fanin     ;;15.87;14.24;;8.88;6.81;;;;0.81
03/12/20 01:00;Torchiarolo - Fanin     ;;;16.15;;11.50;9.28;;;;
03/12/20 02:00;Torchiarolo - Fanin     ;;19.54;18.10;;10.31;8.26;;;;0.62
