NetC;Station;CO;PM10;PM2.5;NO;NOX;NO2;NO3;O3;BENZENE;SO2
25/09/2020 15:00;Torchiarolo - Fanin     ;;;14.32;;5.61;4.32;;;;5.03
25/09/2020 16:00;Torchiarolo - Fanin     ;;11.97;11.83;;6.45;5.05;;;;4.93
25/09/2020 17:00;Torchiarolo - Fanin     ;;;17.09;;5.81;4.68;;;;5.31
25/09/2020 18:00;Torchiarolo - Fanin     ;;20.76;17.79;;6.20;5.02;;;;6.27
25/09/2020 19:00;Torchiarolo - Fanin     ;;;13.46;;7.37;6.32;;;;5.92
25/09/2020 20:00;Torchiarolo - Fanin     ;;31.75;17.56;;5.94;4.92;;;;5.95
25/09/2020 21:00;Torchiarolo - Fanin     ;;;15.47;;5.33;3.94;;;;5.66
25/09/2020 22:00;Torchiarolo - Fanin     ;;63.25;13.94;;4.73;3.62;;;;6.19
25/09/2020 23:00;Torchiarolo - Fanin     ;;;19.54;;5.18;3.95;;;;6.06
26/09/2020 00:00;Torchiarolo - Fanin     ;;32.97;13.42;;6.02;4.49;;;;5.90
26/09/2020 01:00;Torchiarolo - Fanin     ;;;7.79;;6.92;5.55;;;;
26/09/2020 02:00;Torchiarolo - Fanin     ;;17.34;3.52;;4.47;3.37;;;;5.92
26/09/2020 03:00;Torchiarolo - Fanin     ;;;2.04;;;;;;;6.43
26/09/2020 04:00;Torchiarolo - Fanin     ;;10.26;7.35;;5.41;4.42;;;;6.04
26/09/2020 05:00;Torchiarolo - Fanin     ;;;9.31;;5.27;4.29;;;;6.68
26/09/2020 06:00;Torchiarolo - Fanin     ;;6.35;5.84;;5.42;4.33;;;;6.84
26/09/2020 07:00;Torchiarolo - Fanin     ;;;4.68;;7.11;6.23;;;;5.55
26/09/2020 08:00;Torchiarolo - Fanin     ;;3.17;5.11;;10.28;8.03;;;;5.53
26/09/2020 09:00;Torchiarolo - Fanin     ;;;4.68;;7.00;5.59;;;;6.72
26/09/2020 10:00;Torchiarolo - Fanin     ;;5.86;8.00;;7.01;6.08;;;;6.51
26/09/2020 11:00;Torchiarolo - Fanin     ;;;6.73;;7.19;5.74;;;;6.29
26/09/2020 12:00;Torchiarolo - Fanin     ;;10.99;2.53;;5.76;4.01;;;;6.00
26/09/2020 13:00;Torchiarolo - Fanin     ;;;1.32;;6.63;5.45;;;;5.82
26/09/2020 14:00;Torchiarolo - Fanin     ;;10.01;1.22;;4.71;3.65;;;;6.58
26/09/2020 15:00;Torchiarolo - Fanin     ;;;0.18;;3.49;2.62;;;;6.37
26/09/2020 16:00;Torchiarolo - Fanin     ;;6.11;2.88;;4.06;3.20;;;;6.53
26/09/2020 17:00;Torchiarolo - Fanin     ;;;2.84;;4.94;3.71;;;;6.55
26/09/2020 18:00;Torchiarolo - Fanin     ;;4.15;0.92;;7.16;6.20;;;;6.29
26/09/2020 19:00;Torchiarolo - Fanin     ;;;0.61;;18.20;16.72;;;;5.63
26/09/2020 20:00;Torchiarolo - Fanin     ;;3.66;2.71;;16.77;13.93;;;;5.74
26/09/2020 21:00;Torchiarolo - Fanin     ;;;7.52;;31.90;27.30;;;;2.50
26/09/2020 22:00;Torchiarolo - Fanin     ;;3.91;7.83;;23.98;20.87;;;;5.17
26/09/2020 23:00;Torchiarolo - Fanin     ;;;5.83;;23.33;19.45;;;;5.10
27/09/2020 00:00;Torchiarolo - Fanin     ;;15.14;3.67;;22.98;20.16;;;;5.11
27/09/2020 01:00;Torchiarolo - Fanin     ;;;8.35;;26.17;22.24;;;;5.20
27/09/2020 02:00;Torchiarolo - Fanin     ;;12.21;8.13;;19.62;17.18;;;;5.92
27/09/2020 03:00;Torchiarolo - Fanin     ;;;5.60;;28.06;21.76;;;;5.72
27/09/2020 04:00;Torchiarolo - Fanin     ;;12.94;5.20;;24.40;17.21;;;;5.28
27/09/2020 05:00;Torchiarolo - Fanin     ;;;4.15;;12.17;10.73;;;;5.77
27/09/2020 06:00;Torchiarolo - Fanin     ;;10.26;3.46;;11.65;10.39;;;;4.75
27/09/2020 07:00;Torchiarolo - Fanin     ;;;2.99;;16.30;13.71;;;;4.85
27/09/2020 08:00;Torchiarolo - Fanin     ;;9.77;4.36;;12.91;10.39;;;;5.76
27/09/2020 09:00;Torchiarolo - Fanin     ;;;5.11;;5.16;3.93;;;;5.28
27/09/2020 10:00;Torchiarolo - Fanin     ;;9.77;3.89;;3.88;3.01;;;;5.18
27/09/2020 11:00;Torchiarolo - Fanin     ;;;6.82;;3.59;3.03;;;;4.72
27/09/2020 12:00;Torchiarolo - Fanin     ;;15.14;5.77;;3.43;2.56;;;;4.58
27/09/2020 13:00;Torchiarolo - Fanin     ;;;4.98;;3.41;2.55;;;;5.05
27/09/2020 14:00;Torchiarolo - Fanin     ;;10.99;2.29;;2.99;1.87;;;;5.15
27/09/2020 15:00;Torchiarolo - Fanin     ;;;2.37;;2.41;1.68;;;;5.83
27/09/2020 16:00;Torchiarolo - Fanin     ;;6.35;8.74;;3.20;2.21;;;;5.44
27/09/2020 17:00;Torchiarolo - Fanin     ;;;7.96;;3.06;2.46;;;;4.27
27/09/2020 18:00;Torchiarolo - Fanin     ;;14.41;7.39;;3.81;3.24;;;;5.57
27/09/2020 19:00;Torchiarolo - Fanin     ;;;8.66;;5.09;4.28;;;;6.22
27/09/2020 20:00;Torchiarolo - Fanin     ;;14.90;8.61;;5.08;4.56;;;;5.34
27/09/2020 21:00;Torchiarolo - Fanin     ;;;7.81;;3.47;3.11;;;;5.73
27/09/2020 22:00;Torchiarolo - Fanin     ;;14.16;6.87;;3.47;2.26;;;;4.84
27/09/2020 23:00;Torchiarolo - Fanin     ;;;3.59;;2.93;2.00;;;;5.18
28/09/2020 00:00;Torchiarolo - Fanin     ;;20.76;3.01;;2.20;1.47;;;;5.42
28/09/2020 01:00;Torchiarolo - Fanin     ;;;3.84;;2.60;1.61;;;;
28/09/2020 02:00;Torchiarolo - Fanin     ;;27.59;5.55;;2.42;1.42;;;;5.44
28/09/2020 03:00;Torchiarolo - Fanin     ;;;4.77;;;;;;;4.95
28/09/2020 04:00;Torchiarolo - Fanin     ;;64.22;7.47;;2.34;1.56;;;;4.48
28/09/2020 05:00;Torchiarolo - Fanin     ;;;6.38;;7.84;6.43;;;;5.23
28/09/2020 06:00;Torchiarolo - Fanin     ;;33.21;2.99;;12.50;10.44;;;;5.21
28/09/2020 07:00;Torchiarolo - Fanin     ;;;2.71;;10.04;7.99;;;;4.88
28/09/2020 08:00;Torchiarolo - Fanin     ;;16.61;5.90;;8.94;6.74;;;;3.47
28/09/2020 09:00;Torchiarolo - Fanin     ;;;5.64;;6.62;5.16;;;;4.40
28/09/2020 10:00;Torchiarolo - Fanin     ;;8.30;4.72;;4.95;3.94;;;;4.63
28/09/2020 11:00;Torchiarolo - Fanin     ;;;6.42;;5.28;4.01;;;;3.24
28/09/2020 12:00;Torchiarolo - Fanin     ;;4.15;5.16;;5.35;4.04;;;;5.28
28/09/2020 13:00;Torchiarolo - Fanin     ;;;2.54;;5.77;4.17;;;;4.84
28/09/2020 14:00;Torchiarolo - Fanin     ;;2.20;5.55;;5.28;3.91;;;;5.34
28/09/2020 15:00;Torchiarolo - Fanin     ;;;4.02;;4.49;3.32;;;;4.95
28/09/2020 16:00;Torchiarolo - Fanin     ;;5.62;1.32;;4.04;2.94;;;;4.36
28/09/2020 17:00;Torchiarolo - Fanin     ;;;2.23;;4.33;3.54;;;;4.86
28/09/2020 18:00;Torchiarolo - Fanin     ;;15.63;4.80;;7.38;6.04;;;;4.96
28/09/2020 19:00;Torchiarolo - Fanin     ;;;7.30;;9.36;7.84;;;;5.08
28/09/2020 20:00;Torchiarolo - Fanin     ;;12.70;11.03;;10.70;9.25;;;;4.76
28/09/2020 21:00;Torchiarolo - Fanin     ;;;10.84;;13.28;11.62;;;;4.45
28/09/2020 22:00;Torchiarolo - Fanin     ;;10.50;8.09;;10.86;8.99;;;;4.57
28/09/2020 23:00;Torchiarolo - Fanin     ;;;6.08;;5.38;3.96;;;;4.75
29/09/2020 00:00;Torchiarolo - Fanin     ;;9.52;5.03;;4.63;3.25;;;;5.09
29/09/2020 01:00;Torchiarolo - Fanin     ;;;2.80;;4.82;3.57;;;;4.74
29/09/2020 02:00;Torchiarolo - Fanin     ;;12.21;0.62;;5.08;3.83;;;;4.48
29/09/2020 03:00;Torchiarolo - Fanin     ;;;1.72;;12.50;11.02;;;;4.02
29/09/2020 04:00;Torchiarolo - Fanin     ;;8.30;4.74;;20.67;18.00;;;;4.52
29/09/2020 05:00;Torchiarolo - Fanin     ;;;4.42;;16.16;14.25;;;;5.06
29/09/2020 06:00;Torchiarolo - Fanin     ;;5.13;2.47;;18.58;16.22;;;;5.15
29/09/2020 07:00;Torchiarolo - Fanin     ;;;1.88;;31.78;25.58;;;;5.56
29/09/2020 08:00;Torchiarolo - Fanin     ;;6.11;3.67;;13.21;10.47;;;;4.71
29/09/2020 09:00;Torchiarolo - Fanin     ;;;3.72;;7.45;5.54;;;;4.17
29/09/2020 10:00;Torchiarolo - Fanin     ;;6.35;1.84;;6.26;4.70;;;;4.83
29/09/2020 11:00;Torchiarolo - Fanin     ;;;0.22;;4.91;3.39;;;;3.92
29/09/2020 12:00;Torchiarolo - Fanin     ;;3.66;3.40;;4.69;3.29;;;;4.13
29/09/2020 13:00;Torchiarolo - Fanin     ;;;2.93;;4.75;3.65;;;;5.03
29/09/2020 14:00;Torchiarolo - Fanin     ;;2.93;0.40;;4.63;3.65;;;;4.35
29/09/2020 15:00;Torchiarolo - Fanin     ;;;2.62;;4.47;3.49;;;;4.77
29/09/2020 16:00;Torchiarolo - Fanin     ;;2.93;4.89;;4.37;3.26;;;;4.60
29/09/2020 17:00;Torchiarolo - Fanin     ;;;3.89;;5.52;4.40;;;;4.31
29/09/2020 18:00;Torchiarolo - Fanin     ;;2.93;3.15;;5.65;4.52;;;;4.39
29/09/2020 19:00;Torchiarolo - Fanin     ;;;2.54;;8.50;7.65;;;;4.60
29/09/2020 20:00;Torchiarolo - Fanin     ;;2.93;2.19;;17.93;16.79;;;;4.25
29/09/2020 21:00;Torchiarolo - Fanin     ;;;8.18;;45.03;36.81;;;;4.26
29/09/2020 22:00;Torchiarolo - Fanin     ;;6.84;6.83;;25.84;21.81;;;;4.25
29/09/2020 23:00;Torchiarolo - Fanin     ;;;14.54;;23.19;19.23;;;;4.75
30/09/2020 00:00;Torchiarolo - Fanin     ;;11.72;6.49;;13.37;11.61;;;;4.56
30/09/2020 01:00;Torchiarolo - Fanin     ;;;2.81;;14.51;12.67;;;;
30/09/2020 02:00;Torchiarolo - Fanin     ;;9.77;2.71;;11.18;9.91;;;;3.17
30/09/2020 03:00;Torchiarolo - Fanin     ;;;3.28;;;;;;;4.74
30/09/2020 04:00;Torchiarolo - Fanin     ;;11.48;3.37;;20.60;18.50;;;;4.87
30/09/2020 05:00;Torchiarolo - Fanin     ;;;4.94;;20.77;18.80;;;;4.81
30/09/2020 06:00;Torchiarolo - Fanin     ;;16.12;5.46;;29.28;25.19;;;;5.08
30/09/2020 07:00;Torchiarolo - Fanin     ;;;5.77;;25.78;20.94;;;;4.78
30/09/2020 08:00;Torchiarolo - Fanin     ;;10.01;4.77;;17.19;14.13;;;;4.96
30/09/2020 09:00;Torchiarolo - Fanin     ;;;3.02;;8.53;6.49;;;;5.49
30/09/2020 10:00;Torchiarolo - Fanin     ;;7.81;3.02;;6.47;5.08;;;;5.28
30/09/2020 11:00;Torchiarolo - Fanin     ;;;2.54;;5.05;4.02;;;;3.36
30/09/2020 12:00;Torchiarolo - Fanin     ;;5.62;1.92;;5.19;3.99;;;;1.89
30/09/2020 13:00;Torchiarolo - Fanin     ;;;1.57;;3.46;2.95;;;;2.48
30/09/2020 14:00;Torchiarolo - Fanin     ;;4.40;3.10;;3.78;2.94;;;;2.40
30/09/2020 15:00;Torchiarolo - Fanin     ;;;2.84;;4.52;3.75;;;;2.37
30/09/2020 16:00;Torchiarolo - Fanin     ;;2.93;0.40;;5.43;4.83;;;;2.52
30/09/2020 17:00;Torchiarolo - Fanin     ;;;;;6.73;5.71;;;;2.71
30/09/2020 18:00;Torchiarolo - Fanin     ;;2.20;2.54;;8.20;7.20;;;;2.55
30/09/2020 19:00;Torchiarolo - Fanin     ;;;6.45;;9.27;8.21;;;;3.32
30/09/2020 20:00;Torchiarolo - Fanin     ;;6.59;8.09;;25.86;19.15;;;;2.69
30/09/2020 21:00;Torchiarolo - Fanin     ;;;6.17;;38.04;30.17;;;;2.74
30/09/2020 22:00;Torchiarolo - Fanin     ;;11.72;8.67;;26.83;23.33;;;;2.46
30/09/2020 23:00;Torchiarolo - Fanin     ;;;9.44;;22.91;18.34;;;;2.83
10/01/20 00:00;Torchiarolo - Fanin     ;;8.30;6.08;;18.10;15.17;;;;2.11
10/01/20 01:00;Torchiarolo - Fanin     ;;;2.89;;21.62;15.24;;;;2.20
10/01/20 02:00;Torchiarolo - Fanin     ;;8.06;3.23;;29.59;14.51;;;;3.18
10/01/20 03:00;Torchiarolo - Fanin     ;;;4.67;;27.66;11.31;;;;3.06
10/01/20 04:00;Torchiarolo - Fanin     ;;11.97;3.59;;33.50;13.98;;;;3.28
10/01/20 05:00;Torchiarolo - Fanin     ;;;2.32;;70.48;13.61;;;;3.42
10/01/20 06:00;Torchiarolo - Fanin     ;;10.01;3.88;;101.95;17.03;;;;3.21
10/01/20 07:00;Torchiarolo - Fanin     ;;;5.33;;162.30;23.32;;;;4.27
10/01/20 08:00;Torchiarolo - Fanin     ;;9.52;7.08;;72.31;41.10;;;;3.91
10/01/20 09:00;Torchiarolo - Fanin     ;;;12.05;;26.53;21.20;;;;3.16
10/01/20 10:00;Torchiarolo - Fanin     ;;16.36;9.98;;10.19;8.07;;;;3.13
10/01/20 11:00;Torchiarolo - Fanin     ;;;4.52;;6.50;5.29;;;;2.77
10/01/20 12:00;Torchiarolo - Fanin     ;;14.90;2.36;;3.86;2.90;;;;2.70
10/01/20 13:00;Torchiarolo - Fanin     ;;;6.85;;3.32;2.25;;;;3.48
10/01/20 14:00;Torchiarolo - Fanin     ;;16.36;5.56;;2.55;2.24;;;;3.11
10/01/20 15:00;Torchiarolo - Fanin     ;;;5.20;;2.41;2.06;;;;3.10
10/01/20 16:00;Torchiarolo - Fanin     ;;9.52;4.30;;3.43;2.66;;;;2.87
10/01/20 17:00;Torchiarolo - Fanin     ;;;5.59;;3.98;3.18;;;;1.65
10/01/20 18:00;Torchiarolo - Fanin     ;;7.81;8.95;;6.00;5.14;;;;3.35
10/01/20 19:00;Torchiarolo - Fanin     ;;;11.29;;7.73;6.74;;;;3.56
10/01/20 20:00;Torchiarolo - Fanin     ;;11.23;9.52;;12.25;10.96;;;;2.61
10/01/20 21:00;Torchiarolo - Fanin     ;;;6.04;;28.08;25.61;;;;3.38
10/01/20 22:00;Torchiarolo - Fanin     ;;9.28;6.03;;46.18;35.57;;;;3.45
10/01/20 23:00;Torchiarolo - Fanin     ;;;7.55;;29.96;25.63;;;;3.23
10/02/20 00:00;Torchiarolo - Fanin     ;;12.45;8.47;;27.74;24.86;;;;3.39
10/02/20 01:00;Torchiarolo - Fanin     ;;;11.18;;37.35;24.45;;;;
10/02/20 02:00;Torchiarolo - Fanin     ;;17.09;9.02;;61.02;26.71;;;;3.49
10/02/20 03:00;Torchiarolo - Fanin     ;;;8.83;;;;;;;2.99
10/02/20 04:00;Torchiarolo - Fanin     ;;10.50;4.95;;11.63;9.25;;;;3.94
10/02/20 05:00;Torchiarolo - Fanin     ;;;6.11;;48.77;19.13;;;;3.82
10/02/20 06:00;Torchiarolo - Fanin     ;;15.87;6.43;;113.63;21.64;;;;3.73
10/02/20 07:00;Torchiarolo - Fanin     ;;;4.07;;30.59;18.60;;;;3.68
10/02/20 08:00;Torchiarolo - Fanin     ;;9.04;2.21;;20.63;16.40;;;;4.20
10/02/20 09:00;Torchiarolo - Fanin     ;;;5.27;;11.29;9.00;;;;3.49
10/02/20 10:00;Torchiarolo - Fanin     ;;24.66;5.29;;7.11;5.73;;;;1.97
10/02/20 11:00;Torchiarolo - Fanin     ;;;5.72;;5.06;4.27;;;;3.25
10/02/20 12:00;Torchiarolo - Fanin     ;;12.45;9.73;;4.84;3.80;;;;3.54
10/02/20 13:00;Torchiarolo - Fanin     ;;;7.79;;5.39;4.17;;;;2.90
10/02/20 14:00;Torchiarolo - Fanin     ;;7.33;11.02;;4.42;3.35;;;;3.43
10/02/20 15:00;Torchiarolo - Fanin     ;;;8.41;;4.19;3.13;;;;2.76
10/02/20 16:00;Torchiarolo - Fanin     ;;10.99;7.17;;3.75;3.18;;;;2.70
10/02/20 17:00;Torchiarolo - Fanin     ;;;7.56;;4.34;3.40;;;;2.98
10/02/20 18:00;Torchiarolo - Fanin     ;;20.51;10.26;;5.15;4.17;;;;2.56
10/02/20 19:00;Torchiarolo - Fanin     ;;;9.40;;5.40;4.53;;;;2.97
10/02/20 20:00;Torchiarolo - Fanin     ;;20.76;5.78;;4.78;3.78;;;;3.21
10/02/20 21:00;Torchiarolo - Fanin     ;;;5.20;;3.74;2.82;;;;3.77
10/02/20 22:00;Torchiarolo - Fanin     ;;23.69;7.29;;2.81;2.22;;;;3.59
10/02/20 23:00;Torchiarolo - Fanin     ;;;5.56;;2.38;1.71;;;;3.46
10/03/20 00:00;Torchiarolo - Fanin     ;;24.42;2.85;;2.45;1.64;;;;3.05
10/03/20 01:00;Torchiarolo - Fanin     ;;;1.40;;2.57;1.88;;;;3.03
10/03/20 02:00;Torchiarolo - Fanin     ;;29.30;1.88;;1.71;1.05;;;;3.27
10/03/20 03:00;Torchiarolo - Fanin     ;;;5.53;;1.87;1.43;;;;3.32
10/03/20 04:00;Torchiarolo - Fanin     ;;29.55;6.64;;1.82;1.14;;;;2.91
10/03/20 05:00;Torchiarolo - Fanin     ;;;5.16;;2.65;1.92;;;;3.19
10/03/20 06:00;Torchiarolo - Fanin     ;;35.16;7.23;;4.03;2.84;;;;3.46
10/03/20 07:00;Torchiarolo - Fanin     ;;;8.17;;6.16;4.90;;;;3.67
10/03/20 08:00;Torchiarolo - Fanin     ;;38.34;11.66;;5.60;4.55;;;;3.68
10/03/20 09:00;Torchiarolo - Fanin     ;;;10.60;;5.66;4.35;;;;3.67
10/03/20 10:00;Torchiarolo - Fanin     ;;33.21;11.97;;5.11;3.80;;;;2.97
10/03/20 11:00;Torchiarolo - Fanin     ;;;10.93;;4.59;3.59;;;;3.49
10/03/20 12:00;Torchiarolo - Fanin     ;;17.58;12.80;;3.56;2.63;;;;2.81
10/03/20 13:00;Torchiarolo - Fanin     ;;;15.77;;3.66;2.65;;;;3.32
10/03/20 14:00;Torchiarolo - Fanin     ;;9.77;14.39;;2.73;1.99;;;;2.72
10/03/20 15:00;Torchiarolo - Fanin     ;;;14.34;;2.62;1.86;;;;3.12
10/03/20 16:00;Torchiarolo - Fanin     ;;25.15;12.03;;2.47;1.54;;;;3.45
10/03/20 17:00;Torchiarolo - Fanin     ;;;14.86;;2.63;2.16;;;;3.48
10/03/20 18:00;Torchiarolo - Fanin     ;;31.26;15.07;;4.03;3.03;;;;3.39
10/03/20 19:00;Torchiarolo - Fanin     ;;;15.26;;4.61;3.84;;;;3.30
10/03/20 20:00;Torchiarolo - Fanin     ;;48.11;15.04;;3.76;2.87;;;;3.48
10/03/20 21:00;Torchiarolo - Fanin     ;;;14.42;;3.26;2.52;;;;3.32
10/03/20 22:00;Torchiarolo - Fanin     ;;64.96;13.86;;1.95;1.53;;;;3.33
10/03/20 23:00;Torchiarolo - Fanin     ;;;11.94;;2.22;1.30;;;;3.63
10/04/20 00:00;Torchiarolo - Fanin     ;;66.91;17.41;;2.62;1.64;;;;2.02
10/04/20 01:00;Torchiarolo - Fanin     ;;;17.07;;2.38;1.63;;;;
10/04/20 02:00;Torchiarolo - Fanin     ;;42.98;13.17;;2.78;1.76;;;;3.48
10/04/20 03:00;Torchiarolo - Fanin     ;;;13.59;;;;;;;3.21
10/04/20 04:00;Torchiarolo - Fanin     ;;27.11;13.77;;2.56;1.65;;;;2.66
10/04/20 05:00;Torchiarolo - Fanin     ;;;17.17;;3.19;1.77;;;;2.54
10/04/20 06:00;Torchiarolo - Fanin     ;;87.67;18.30;;6.43;3.84;;;;3.38
10/04/20 07:00;Torchiarolo - Fanin     ;;;14.20;;10.38;7.98;;;;2.82
10/04/20 08:00;Torchiarolo - Fanin     ;;65.45;12.42;;8.54;6.09;;;;2.52
10/04/20 09:00;Torchiarolo - Fanin     ;;;9.37;;6.51;5.09;;;;2.98
10/04/20 10:00;Torchiarolo - Fanin     ;;32.72;15.92;;6.69;5.18;;;;3.48
10/04/20 11:00;Torchiarolo - Fanin     ;;;15.57;;7.29;5.55;;;;3.26
10/04/20 12:00;Torchiarolo - Fanin     ;;16.36;13.73;;7.99;6.41;;;;3.02
10/04/20 13:00;Torchiarolo - Fanin     ;;;9.55;;4.16;3.11;;;;3.10
10/04/20 14:00;Torchiarolo - Fanin     ;;8.30;3.91;;7.59;6.14;;;;3.42
10/04/20 15:00;Torchiarolo - Fanin     ;;;3.32;;4.20;3.15;;;;3.09
10/04/20 16:00;Torchiarolo - Fanin     ;;7.33;8.06;;2.95;1.97;;;;3.19
10/04/20 17:00;Torchiarolo - Fanin     ;;;6.00;;3.51;2.49;;;;2.84
10/04/20 18:00;Torchiarolo - Fanin     ;;16.12;10.72;;5.19;4.08;;;;2.81
10/04/20 19:00;Torchiarolo - Fanin     ;;;11.11;;11.05;8.86;;;;3.39
10/04/20 20:00;Torchiarolo - Fanin     ;;30.77;11.53;;23.45;17.86;;;;3.55
10/04/20 21:00;Torchiarolo - Fanin     ;;;13.72;;15.25;12.18;;;;3.47
10/04/20 22:00;Torchiarolo - Fanin     ;;42.74;21.64;;6.54;4.52;;;;2.75
10/04/20 23:00;Torchiarolo - Fanin     ;;;26.59;;5.28;3.95;;;;2.87
10/05/20 00:00;Torchiarolo - Fanin     ;;80.10;18.10;;4.26;3.25;;;;2.14
10/05/20 01:00;Torchiarolo - Fanin     ;;;25.39;;5.31;4.12;;;;2.80
10/05/20 02:00;Torchiarolo - Fanin     ;;81.81;23.80;;7.34;5.31;;;;3.15
10/05/20 03:00;Torchiarolo - Fanin     ;;;22.99;;6.79;5.15;;;;2.96
10/05/20 04:00;Torchiarolo - Fanin     ;;88.64;22.43;;4.43;2.72;;;;2.57
10/05/20 05:00;Torchiarolo - Fanin     ;;;15.55;;5.43;3.73;;;;3.24
10/05/20 06:00;Torchiarolo - Fanin     ;;97.68;18.52;;8.79;6.69;;;;3.35
10/05/20 07:00;Torchiarolo - Fanin     ;;;22.41;;15.82;12.41;;;;3.53
10/05/20 08:00;Torchiarolo - Fanin     ;;94.02;21.38;;13.11;9.35;;;;3.32
10/05/20 09:00;Torchiarolo - Fanin     ;;;28.77;;9.96;7.23;;;;3.10
10/05/20 10:00;Torchiarolo - Fanin     ;;99.39;34.98;;7.24;5.00;;;;3.09
10/05/20 11:00;Torchiarolo - Fanin     ;;;32.41;;7.14;5.01;;;;3.09
10/05/20 12:00;Torchiarolo - Fanin     ;;50.31;28.95;;7.10;4.66;;;;3.04
10/05/20 13:00;Torchiarolo - Fanin     ;;;28.67;;6.86;4.63;;;;3.25
10/05/20 14:00;Torchiarolo - Fanin     ;;25.89;25.37;;6.15;4.35;;;;3.16
10/05/20 15:00;Torchiarolo - Fanin     ;;;26.94;;5.89;3.87;;;;3.00
10/05/20 16:00;Torchiarolo - Fanin     ;;59.34;23.86;;7.48;5.00;;;;3.56
10/05/20 17:00;Torchiarolo - Fanin     ;;;23.25;;9.98;7.54;;;;3.21
10/05/20 18:00;Torchiarolo - Fanin     ;;53.24;17.78;;19.46;16.31;;;;3.31
10/05/20 19:00;Torchiarolo - Fanin     ;;;19.24;;12.16;9.64;;;;3.02
10/05/20 20:00;Torchiarolo - Fanin     ;;63.25;16.73;;20.54;16.85;;;;3.20
10/05/20 21:00;Torchiarolo - Fanin     ;;;27.70;;9.89;7.44;;;;3.04
10/05/20 22:00;Torchiarolo - Fanin     ;;75.21;19.50;;6.05;4.02;;;;3.02
10/05/20 23:00;Torchiarolo - Fanin     ;;;15.40;;5.95;4.50;;;;2.50
10/06/20 00:00;Torchiarolo - Fanin     ;;81.07;20.47;;4.65;3.20;;;;2.47
10/06/20 01:00;Torchiarolo - Fanin     ;;;14.65;;6.11;4.27;;;;
10/06/20 02:00;Torchiarolo - Fanin     ;;64.22;12.42;;9.58;6.67;;;;3.05
10/06/20 03:00;Torchiarolo - Fanin     ;;;13.02;;;;;;;2.81
10/06/20 04:00;Torchiarolo - Fanin     ;;50.55;14.20;;10.68;8.18;;;;2.97
10/06/20 05:00;Torchiarolo - Fanin     ;;;12.07;;11.07;8.33;;;;2.70
10/06/20 06:00;Torchiarolo - Fanin     ;;26.13;12.42;;13.46;10.60;;;;2.43
10/06/20 07:00;Torchiarolo - Fanin     ;;;9.94;;11.65;8.92;;;;2.98
10/06/20 08:00;Torchiarolo - Fanin     ;;18.07;9.26;;14.14;11.06;;;;3.16
10/06/20 09:00;Torchiarolo - Fanin     ;;;8.93;;14.61;12.10;;;;2.90
10/06/20 10:00;Torchiarolo - Fanin     ;;9.77;8.61;;11.53;9.35;;;;2.82
10/06/20 11:00;Torchiarolo - Fanin     ;;;10.13;;7.92;5.90;;;;2.61
10/06/20 12:00;Torchiarolo - Fanin     ;;5.62;8.26;;5.61;4.11;;;;2.78
10/06/20 13:00;Torchiarolo - Fanin     ;;;5.08;;7.63;5.71;;;;2.02
10/06/20 14:00;Torchiarolo - Fanin     ;;2.93;2.76;;3.79;2.42;;;;2.43
10/06/20 15:00;Torchiarolo - Fanin     ;;;2.19;;4.91;3.93;;;;2.68
10/06/20 16:00;Torchiarolo - Fanin     ;;2.93;4.23;;2.40;1.77;;;;2.45
10/06/20 17:00;Torchiarolo - Fanin     ;;;5.11;;3.47;2.54;;;;2.59
10/06/20 18:00;Torchiarolo - Fanin     ;;6.35;4.94;;5.17;3.66;;;;2.36
10/06/20 19:00;Torchiarolo - Fanin     ;;;3.32;;11.97;10.73;;;;2.50
10/06/20 20:00;Torchiarolo - Fanin     ;;16.12;5.67;;11.37;8.71;;;;2.71
10/06/20 21:00;Torchiarolo - Fanin     ;;;7.16;;60.43;32.13;;;;2.15
10/06/20 22:00;Torchiarolo - Fanin     ;;20.02;6.82;;34.35;23.30;;;;3.14
10/06/20 23:00;Torchiarolo - Fanin     ;;;6.21;;51.86;16.90;;;;2.44
10/07/20 00:00;Torchiarolo - Fanin     ;;19.29;5.34;;26.31;19.12;;;;3.13
10/07/20 01:00;Torchiarolo - Fanin     ;;;3.38;;19.03;16.28;;;;2.59
10/07/20 02:00;Torchiarolo - Fanin     ;;17.34;3.32;;12.26;10.00;;;;3.54
10/07/20 03:00;Torchiarolo - Fanin     ;;;5.97;;8.72;7.06;;;;2.95
10/07/20 04:00;Torchiarolo - Fanin     ;;11.23;6.43;;13.58;11.84;;;;2.66
10/07/20 05:00;Torchiarolo - Fanin     ;;;8.25;;13.43;11.53;;;;3.05
10/07/20 06:00;Torchiarolo - Fanin     ;;11.72;12.19;;23.96;18.80;;;;3.74
10/07/20 07:00;Torchiarolo - Fanin     ;;;11.29;;30.13;22.05;;;;2.58
10/07/20 08:00;Torchiarolo - Fanin     ;;9.52;14.40;;27.02;18.59;;;;3.48
10/07/20 09:00;Torchiarolo - Fanin     ;;;9.52;;20.60;14.64;;;;3.95
10/07/20 10:00;Torchiarolo - Fanin     ;;13.19;5.70;;12.01;9.49;;;;2.69
10/07/20 11:00;Torchiarolo - Fanin     ;;;5.20;;11.00;8.24;;;;3.14
10/07/20 12:00;Torchiarolo - Fanin     ;;7.81;4.41;;6.82;5.03;;;;3.59
